H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
2.94,6.243,0.377,0.4681,2.8,0.250,0.060,0.000,6.318,0.377,0.055,0.055,6.263,114.055,6.018,0.0747,0.060,0.000,6.742,11,2.94,2.94,20.50
2.96,5.788,0.332,0.3494,2.8,0.270,0.057,0.000,5.844,0.332,0.055,0.055,5.788,104.636,5.730,0.0604,0.057,0.000,6.059,11,2.96,2.96,20.50
2.98,5.590,0.321,0.4148,2.9,0.180,0.057,0.000,5.657,0.321,0.056,0.056,5.601,100.505,5.735,0.0741,0.057,0.000,5.994,11,2.98,2.98,20.50
3.00,5.657,0.344,0.3670,2.9,0.460,0.060,0.000,5.716,0.344,0.056,0.056,5.660,100.821,6.076,0.0648,0.061,0.000,6.511,11,3.00,3.00,20.50
3.02,5.657,0.357,0.2958,2.9,0.530,0.063,0.000,5.705,0.357,0.057,0.057,5.648,99.881,6.328,0.0524,0.063,0.000,6.904,3,3.02,3.02,20.50
3.04,5.502,0.357,0.2958,2.9,0.350,0.064,0.000,5.550,0.357,0.057,0.057,5.493,96.533,6.507,0.0539,0.065,0.000,6.566,3,3.04,3.04,17.50
3.06,5.150,0.307,0.4786,2.9,0.000,0.059,0.000,5.226,0.307,0.057,0.057,5.169,90.289,5.933,0.0926,0.060,0.000,5.750,3,3.06,3.06,17.50
3.08,5.026,0.314,0.5105,2.9,0.180,0.061,0.000,5.108,0.314,0.058,0.058,5.050,87.680,6.219,0.1011,0.062,0.000,5.975,3,3.08,3.08,17.50
3.10,4.961,0.301,0.4349,2.9,0.200,0.060,0.000,5.031,0.301,0.058,0.058,4.973,85.811,6.063,0.0875,0.061,0.000,5.806,3,3.10,3.10,17.50
3.12,5.143,0.304,0.3843,3.0,0.240,0.058,0.000,5.204,0.304,0.058,0.058,5.146,88.266,5.900,0.0747,0.059,0.000,5.938,3,3.12,3.12,17.50
3.14,5.155,0.300,0.4037,3.0,0.280,0.058,0.000,5.220,0.300,0.059,0.059,5.161,87.996,5.817,0.0782,0.058,0.000,5.973,3,3.14,3.14,17.50
3.16,5.042,0.294,0.2774,3.1,0.300,0.058,0.000,5.087,0.294,0.059,0.059,5.028,85.213,5.850,0.0552,0.058,0.000,5.950,3,3.16,3.16,17.50
3.18,4.938,0.272,0.2512,3.1,0.250,0.055,0.000,4.978,0.272,0.059,0.059,4.919,82.882,5.536,0.0511,0.055,0.000,5.566,3,3.18,3.18,17.50
3.20,4.892,0.274,0.3102,3.1,0.260,0.055,0.000,4.942,0.274,0.060,0.060,4.882,81.779,5.610,0.0635,0.056,0.000,5.638,3,3.20,3.20,17.50
3.22,4.771,0.263,0.3041,3.1,0.270,0.055,0.000,4.819,0.263,0.060,0.060,4.759,79.256,5.534,0.0639,0.055,0.000,5.471,3,3.22,3.22,17.50
3.24,4.702,0.262,0.1970,3.1,0.250,0.055,0.000,4.733,0.262,0.060,0.060,4.673,77.368,5.600,0.0422,0.056,0.000,5.526,3,3.24,3.24,17.50
3.26,4.591,0.262,0.2948,3.1,0.280,0.057,0.000,4.638,0.262,0.061,0.061,4.577,75.347,5.728,0.0644,0.057,0.000,5.644,3,3.26,3.26,17.50
3.28,4.591,0.269,0.2892,3.1,0.310,0.058,0.000,4.637,0.269,0.061,0.061,4.576,74.895,5.889,0.0632,0.059,0.000,5.912,3,3.28,3.28,17.50
3.30,4.653,0.278,0.2814,3.1,0.300,0.059,0.000,4.698,0.278,0.061,0.061,4.636,75.446,5.990,0.0607,0.060,0.000,6.192,3,3.30,3.30,17.50
3.32,4.483,0.278,0.2814,3.2,0.340,0.061,0.000,4.528,0.278,0.062,0.062,4.467,72.274,6.217,0.0630,0.062,0.000,6.283,3,3.32,3.32,17.50
3.34,4.272,0.263,0.3625,3.2,0.240,0.061,0.000,4.330,0.263,0.062,0.062,4.268,68.667,6.172,0.0849,0.062,0.000,6.059,3,3.34,3.34,17.50
3.36,4.164,0.263,0.3625,3.2,0.260,0.062,0.000,4.222,0.263,0.063,0.063,4.160,66.555,6.332,0.0871,0.063,0.000,6.172,3,3.36,3.36,17.50
3.38,4.088,0.245,0.3951,3.2,0.170,0.059,0.000,4.152,0.245,0.063,0.063,4.089,65.056,5.990,0.0966,0.060,0.000,5.846,3,3.38,3.38,17.50
3.40,4.125,0.232,0.4003,3.2,0.250,0.055,0.000,4.189,0.232,0.063,0.063,4.126,65.289,5.618,0.0970,0.056,0.000,5.618,3,3.40,3.40,17.50
3.42,4.178,0.231,0.2753,3.2,0.270,0.055,0.000,4.222,0.231,0.064,0.064,4.159,65.441,5.557,0.0662,0.055,0.000,5.695,3,3.42,3.42,17.50
3.44,3.972,0.243,0.3001,3.2,0.290,0.060,0.000,4.020,0.243,0.064,0.064,3.956,61.913,6.147,0.0759,0.061,0.000,6.084,3,3.44,3.44,17.50
3.46,3.828,0.243,0.3001,3.2,0.310,0.063,0.000,3.876,0.243,0.064,0.064,3.811,59.319,6.381,0.0787,0.064,0.000,6.125,3,3.46,3.46,17.50
3.48,3.724,0.243,0.3298,3.3,0.300,0.064,0.000,3.776,0.243,0.065,0.065,3.712,57.456,6.558,0.0889,0.065,0.000,6.145,3,3.48,3.48,17.50
3.50,3.900,0.246,0.3033,3.3,0.320,0.062,0.000,3.948,0.246,0.065,0.065,3.883,59.790,6.337,0.0781,0.063,0.000,6.216,3,3.50,3.50,17.50
3.52,3.900,0.236,0.2887,3.3,0.290,0.060,0.000,3.946,0.236,0.065,0.065,3.881,59.429,6.084,0.0744,0.061,0.000,5.979,3,3.52,3.52,17.50
3.54,3.817,0.234,0.3329,3.3,0.260,0.060,0.000,3.870,0.234,0.066,0.066,3.805,57.951,6.151,0.0875,0.061,0.000,5.968,3,3.54,3.54,17.50
3.56,3.983,0.221,0.3353,3.3,0.190,0.055,0.000,4.036,0.221,0.066,0.066,3.970,60.155,5.564,0.0845,0.055,0.000,5.648,3,3.56,3.56,17.50
3.58,4.058,0.229,0.3850,3.3,0.200,0.056,0.000,4.120,0.229,0.066,0.066,4.054,61.095,5.659,0.0950,0.057,0.000,5.867,3,3.58,3.58,17.50
3.60,4.065,0.237,0.3216,3.3,0.200,0.058,0.000,4.117,0.237,0.067,0.067,4.050,60.723,5.854,0.0794,0.058,0.000,6.052,3,3.60,3.60,17.50
3.62,4.011,0.247,0.3361,3.3,0.210,0.061,0.000,4.065,0.247,0.067,0.067,3.998,59.620,6.169,0.0841,0.061,0.000,6.290,3,3.62,3.62,17.50
3.64,3.870,0.253,0.3256,3.3,0.230,0.064,0.000,3.922,0.253,0.067,0.067,3.854,57.188,6.556,0.0845,0.065,0.000,6.441,3,3.64,3.64,17.50
3.66,3.866,0.256,0.2622,3.3,0.240,0.066,0.000,3.908,0.256,0.068,0.068,3.841,56.686,6.668,0.0683,0.066,0.000,6.538,3,3.66,3.66,17.50
3.68,3.815,0.262,0.2277,3.3,0.250,0.068,0.000,3.852,0.262,0.068,0.068,3.783,55.557,6.914,0.0602,0.069,0.000,6.711,3,3.68,3.68,17.50
3.70,3.812,0.272,0.1774,3.3,0.270,0.071,0.000,3.840,0.272,0.068,0.068,3.772,55.099,7.201,0.0470,0.071,0.000,7.045,3,3.70,3.70,17.50
3.72,3.928,0.270,0.2222,3.4,0.290,0.068,0.000,3.964,0.270,0.069,0.069,3.895,56.610,6.927,0.0571,0.069,0.000,7.078,3,3.72,3.72,17.50
3.74,3.928,0.260,0.2372,3.4,0.300,0.066,0.000,3.966,0.260,0.069,0.069,3.897,56.353,6.677,0.0609,0.066,0.000,6.886,3,3.74,3.74,17.50
3.76,3.753,0.239,0.2663,3.4,0.320,0.063,0.000,3.796,0.239,0.070,0.070,3.727,53.619,6.414,0.0715,0.064,0.000,6.344,3,3.76,3.76,17.50
3.78,3.769,0.239,0.2663,3.4,0.330,0.063,0.000,3.812,0.239,0.070,0.070,3.742,53.573,6.387,0.0712,0.063,0.000,6.376,3,3.78,3.78,17.50
3.80,3.588,0.230,0.1205,3.4,0.340,0.064,0.000,3.607,0.230,0.070,0.070,3.537,50.381,6.506,0.0341,0.064,0.000,6.162,3,3.80,3.80,17.50
3.82,3.588,0.225,0.0691,3.4,0.340,0.063,0.000,3.599,0.225,0.071,0.071,3.528,50.010,6.383,0.0196,0.063,0.000,6.047,3,3.82,3.82,17.50
3.84,3.649,0.216,0.1002,3.4,0.340,0.059,0.000,3.665,0.216,0.071,0.071,3.595,50.699,6.015,0.0279,0.059,0.000,5.820,3,3.84,3.84,17.50
3.86,3.743,0.216,0.1002,3.4,0.330,0.058,0.000,3.759,0.216,0.071,0.071,3.688,51.757,5.863,0.0272,0.058,0.000,5.835,3,3.86,3.86,17.50
3.88,3.660,0.224,0.1215,3.4,0.340,0.061,0.000,3.679,0.224,0.072,0.072,3.608,50.389,6.220,0.0337,0.061,0.000,6.054,3,3.88,3.88,17.50
3.90,3.660,0.245,0.1753,3.4,0.340,0.066,0.000,3.688,0.245,0.072,0.072,3.616,50.258,6.775,0.0485,0.067,0.000,6.626,3,3.90,3.90,17.50
3.92,3.699,0.248,0.1484,3.4,0.320,0.067,0.000,3.723,0.248,0.072,0.072,3.650,50.487,6.789,0.0407,0.067,0.000,6.704,3,3.92,3.92,17.50
3.94,3.828,0.252,0.1232,3.4,0.310,0.065,0.000,3.847,0.252,0.073,0.073,3.775,51.955,6.663,0.0326,0.066,0.000,6.814,3,3.94,3.94,17.50
3.96,3.820,0.252,0.1232,3.4,0.300,0.065,0.000,3.840,0.252,0.073,0.073,3.767,51.604,6.676,0.0327,0.066,0.000,6.840,3,3.96,3.96,17.50
3.98,3.769,0.258,0.1282,3.4,0.280,0.068,0.000,3.790,0.258,0.073,0.073,3.716,50.668,6.939,0.0345,0.068,0.000,7.077,3,3.98,3.98,17.50
4.00,3.671,0.262,0.0646,3.4,0.260,0.071,0.000,3.681,0.262,0.074,0.074,3.607,48.945,7.277,0.0179,0.072,0.000,7.272,3,4.00,4.00,17.50
4.02,3.570,0.275,0.0298,3.5,0.250,0.077,0.000,3.575,0.275,0.074,0.074,3.501,47.276,7.864,0.0085,0.077,0.000,7.657,3,4.02,4.02,17.50
4.04,3.530,0.277,0.0217,3.5,0.240,0.079,0.000,3.533,0.277,0.074,0.074,3.459,46.486,8.021,0.0063,0.079,0.000,7.754,3,4.04,4.04,17.50
4.06,3.494,0.285,0.0342,3.5,0.240,0.081,0.000,3.500,0.285,0.075,0.075,3.425,45.820,8.324,0.0100,0.082,0.000,8.042,3,4.06,4.06,17.50
4.08,3.388,0.276,0.0097,3.5,0.240,0.082,0.000,3.390,0.276,0.075,0.075,3.315,44.141,8.341,0.0029,0.082,0.000,7.885,3,4.08,4.08,17.50
4.10,3.276,0.259,0.0394,3.6,0.180,0.079,0.000,3.282,0.259,0.075,0.075,3.207,42.499,8.074,0.0123,0.079,0.000,7.477,3,4.10,4.10,17.50
4.12,3.505,0.248,0.0229,3.6,0.160,0.071,0.000,3.509,0.248,0.076,0.076,3.433,45.287,7.224,0.0067,0.071,0.000,7.233,3,4.12,4.12,17.50
4.14,3.503,0.233,0.0233,3.6,0.140,0.066,0.000,3.507,0.233,0.076,0.076,3.431,45.052,6.795,0.0068,0.067,0.000,6.849,3,4.14,4.14,17.50
4.16,3.470,0.223,0.0792,3.6,0.000,0.064,0.000,3.482,0.223,0.076,0.076,3.406,44.520,6.557,0.0233,0.064,0.000,6.619,3,4.16,4.16,17.50
4.18,3.399,0.224,0.0253,3.6,0.100,0.066,0.000,3.403,0.224,0.077,0.077,3.326,43.283,6.731,0.0076,0.066,0.000,6.720,3,4.18,4.18,17.50
4.20,3.283,0.230,0.0243,3.6,0.120,0.070,0.000,3.287,0.230,0.077,0.077,3.209,41.572,7.173,0.0076,0.070,0.000,7.023,3,4.20,4.20,17.50
4.22,3.299,0.227,0.0162,3.6,0.150,0.069,0.000,3.301,0.227,0.078,0.078,3.224,41.569,7.042,0.0050,0.069,0.000,7.075,3,4.22,4.22,17.50
4.24,3.292,0.237,0.0026,3.6,0.170,0.072,0.000,3.292,0.237,0.078,0.078,3.214,41.258,7.371,0.0008,0.072,0.000,7.654,3,4.24,4.24,17.50
4.26,3.200,0.240,-0.0110,3.6,0.180,0.075,0.000,3.198,0.240,0.078,0.078,3.120,39.871,7.686,-0.0035,0.075,0.000,8.036,3,4.26,4.26,17.50
4.28,3.038,0.245,-0.0185,3.6,0.200,0.081,0.000,3.035,0.245,0.079,0.079,2.956,37.610,8.295,-0.0063,0.081,0.000,8.384,3,4.28,4.28,17.50
4.30,2.794,0.241,-0.0143,3.6,0.220,0.086,0.000,2.792,0.241,0.079,0.079,2.713,34.366,8.872,-0.0053,0.086,0.000,8.244,3,4.30,4.30,17.50
4.32,2.510,0.227,-0.0292,3.7,0.240,0.091,0.000,2.506,0.227,0.079,0.079,2.427,30.599,9.351,-0.0120,0.090,0.000,7.686,3,4.32,4.32,17.50
4.34,2.258,0.214,-0.0430,3.7,0.260,0.095,0.000,2.252,0.214,0.080,0.080,2.172,27.268,9.876,-0.0198,0.095,0.000,7.193,3,4.34,4.34,17.50
4.36,2.281,0.206,-0.0342,3.7,0.260,0.090,0.000,2.276,0.206,0.080,0.080,2.196,27.448,9.363,-0.0156,0.090,0.000,6.856,3,4.36,4.36,17.50
4.38,2.816,0.185,-0.0068,3.7,0.240,0.066,0.000,2.814,0.185,0.080,0.080,2.734,34.027,6.759,-0.0025,0.066,0.000,6.144,3,4.38,4.38,17.50
4.40,3.344,0.173,0.0919,3.7,0.220,0.052,0.000,3.359,0.173,0.081,0.081,3.278,40.625,5.280,0.0280,0.052,0.000,5.727,3,4.40,4.40,17.50
4.42,3.642,0.169,0.1518,3.7,0.220,0.046,0.000,3.667,0.169,0.081,0.081,3.586,44.234,4.699,0.0423,0.046,0.000,5.537,3,4.42,4.42,18.00
4.44,3.628,0.164,0.0792,3.7,0.210,0.045,0.000,3.641,0.164,0.081,0.081,3.560,43.718,4.616,0.0222,0.045,0.000,5.370,3,4.44,4.44,18.00
4.46,3.473,0.178,0.0306,3.7,0.220,0.051,0.000,3.478,0.178,0.082,0.082,3.396,41.534,5.229,0.0090,0.051,0.000,5.771,3,4.46,4.46,17.50
4.48,3.300,0.205,-0.0051,3.7,0.220,0.062,0.000,3.299,0.205,0.082,0.082,3.217,39.179,6.384,-0.0016,0.062,0.000,6.642,3,4.48,4.48,17.50
4.50,3.202,0.226,-0.0146,3.8,0.230,0.071,0.000,3.199,0.226,0.082,0.082,3.117,37.793,7.251,-0.0047,0.071,0.000,7.399,3,4.50,4.50,17.50
4.52,3.018,0.247,-0.0227,3.8,0.240,0.082,0.000,3.015,0.247,0.083,0.083,2.932,35.400,8.428,-0.0077,0.082,0.000,8.260,3,4.52,4.52,17.50
4.54,2.692,0.258,-0.0346,3.8,0.250,0.096,0.000,2.687,0.258,0.083,0.083,2.603,31.302,9.902,-0.0133,0.096,0.000,8.877,3,4.54,4.54,17.50
4.56,2.456,0.259,-0.0408,3.9,0.260,0.106,0.000,2.449,0.259,0.084,0.084,2.366,28.327,10.969,-0.0172,0.106,0.000,9.221,3,4.56,4.56,17.50
4.58,2.444,0.249,-0.0469,3.9,0.260,0.102,0.000,2.436,0.249,0.084,0.084,2.352,28.045,10.595,-0.0199,0.102,0.000,9.100,3,4.58,4.58,17.50
4.60,2.398,0.223,-0.0327,3.9,0.280,0.093,0.000,2.392,0.223,0.084,0.084,2.308,27.407,9.648,-0.0142,0.093,0.000,8.345,3,4.60,4.60,17.50
4.62,2.652,0.223,-0.0327,4.0,0.280,0.084,0.000,2.646,0.223,0.085,0.085,2.562,30.292,8.693,-0.0128,0.084,0.000,8.672,3,4.62,4.62,17.50
4.64,2.683,0.195,-0.0211,4.0,0.280,0.073,0.000,2.680,0.195,0.085,0.085,2.595,30.558,7.530,-0.0081,0.073,0.000,7.881,3,4.64,4.64,17.50
4.66,2.639,0.172,0.0068,4.0,0.320,0.065,0.000,2.640,0.172,0.085,0.085,2.555,29.964,6.748,0.0027,0.065,0.000,7.146,3,4.66,4.66,17.50
4.68,2.639,0.147,0.0051,4.0,0.320,0.056,0.000,2.640,0.147,0.086,0.086,2.554,29.834,5.763,0.0020,0.056,0.000,6.329,3,4.68,4.68,17.50
4.70,2.532,0.135,-0.0290,4.0,0.310,0.053,0.000,2.527,0.135,0.086,0.086,2.441,28.395,5.522,-0.0119,0.053,0.000,6.023,3,4.70,4.70,17.50
4.72,2.097,0.125,-0.0326,4.1,0.140,0.060,0.000,2.092,0.125,0.086,0.086,2.006,23.234,6.253,-0.0163,0.060,0.000,5.848,3,4.72,4.72,17.50
4.74,2.042,0.148,-0.0429,4.1,0.190,0.073,0.000,2.035,0.148,0.087,0.087,1.948,22.477,7.587,-0.0220,0.072,0.000,7.313,3,4.74,4.74,17.50
4.76,1.959,0.179,-0.0475,4.2,0.230,0.092,0.000,1.951,0.179,0.087,0.087,1.864,21.421,9.603,-0.0255,0.091,0.000,9.455,3,4.76,4.76,17.50
4.78,1.499,0.173,-0.0406,4.2,0.050,0.116,0.000,1.493,0.173,0.087,0.087,1.406,16.087,12.294,-0.0289,0.115,0.000,9.805,3,4.78,4.78,17.50
4.80,1.479,0.147,-0.0458,4.2,0.170,0.100,0.000,1.472,0.147,0.088,0.088,1.384,15.779,10.599,-0.0331,0.099,0.000,9.030,3,4.80,4.79,17.50
4.82,1.365,0.147,-0.0495,4.2,0.220,0.108,0.000,1.357,0.147,0.088,0.088,1.269,14.414,11.580,-0.0390,0.108,0.000,8.463,3,4.82,4.81,17.50
4.84,1.296,0.138,-0.0552,4.2,0.230,0.107,0.000,1.287,0.138,0.088,0.088,1.199,13.555,11.506,-0.0461,0.106,0.000,5.427,3,4.84,4.83,17.50
4.86,1.277,0.130,-0.0555,4.2,0.260,0.102,0.000,1.268,0.130,0.089,0.089,1.180,13.289,11.012,-0.0470,0.102,0.000,3.655,3,4.86,4.85,17.50
4.88,1.200,0.106,-0.0548,4.1,0.190,0.089,0.000,1.191,0.106,0.089,0.089,1.102,12.363,9.602,-0.0497,0.088,0.000,2.833,3,4.88,4.87,17.50
4.90,1.124,0.096,-0.0544,4.2,0.180,0.086,0.000,1.115,0.096,0.089,0.089,1.026,11.464,9.349,-0.0530,0.085,0.000,2.424,3,4.90,4.89,17.50
4.92,3.769,0.093,-0.0551,4.4,0.180,0.025,0.000,3.760,0.093,0.090,0.090,3.671,40.862,2.545,-0.0150,0.025,0.000,2.235,7,4.92,4.91,18.00
4.94,10.943,0.041,-0.0135,6.1,0.090,0.004,0.000,10.941,0.041,0.090,0.090,10.851,120.269,0.373,-0.0012,0.004,0.000,0.918,7,4.94,4.93,19.50
4.96,13.182,0.057,0.0404,6.1,0.010,0.004,0.000,13.188,0.057,0.091,0.091,13.098,144.552,0.434,0.0031,0.004,0.000,1.067,7,4.96,4.95,19.50
4.98,3.939,0.062,0.0179,6.8,0.450,0.016,0.000,3.941,0.062,0.091,0.091,3.850,42.322,1.610,0.0046,0.016,0.000,0.000,7,4.98,4.97,18.50
5.00,3.939,0.051,0.0169,6.8,0.620,0.013,0.000,3.941,0.051,0.091,0.091,3.850,42.145,1.312,0.0044,0.013,0.000,0.000,7,5.00,4.99,18.50
5.02,3.939,0.051,0.0169,6.8,0.620,0.013,0.000,3.941,0.051,0.092,0.092,3.850,41.971,1.312,0.0044,0.013,0.000,0.000,7,5.02,5.01,18.50
5.04,3.939,0.051,0.0169,6.8,0.620,0.013,0.000,3.941,0.051,0.092,0.092,3.849,41.798,1.312,0.0044,0.013,0.000,0.000,7,5.04,5.03,18.50
5.06,11.387,0.154,0.0985,6.7,0.140,0.013,0.000,11.403,0.154,0.092,0.092,11.311,122.316,1.360,0.0087,0.014,0.000,0.000,7,5.06,5.05,19.00
5.08,37.571,0.171,0.0985,6.7,0.140,0.005,0.000,37.587,0.171,0.093,0.093,37.494,403.729,0.455,0.0026,0.005,0.000,0.000,7,5.08,5.07,20.00
