H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
0.20,0.781,0.052,-0.0290,3.2,0.300,0.067,0.000,0.776,0.052,0.004,0.004,0.773,214.656,6.716,-0.0375,0.066,0.000,3.493,5,0.20,0.20,18.00
0.22,0.781,0.052,-0.0289,3.2,0.300,0.067,0.000,0.776,0.052,0.004,0.004,0.772,195.055,6.732,-0.0374,0.067,0.000,2.036,5,0.22,0.22,18.00
0.24,0.994,0.055,-0.0114,3.2,0.300,0.056,0.000,0.992,0.055,0.004,0.004,0.988,228.740,5.576,-0.0115,0.055,0.000,1.310,5,0.24,0.24,18.00
0.26,1.733,0.056,-0.0055,3.0,0.300,0.033,0.000,1.732,0.056,0.005,0.005,1.727,369.111,3.259,-0.0032,0.032,0.000,0.943,5,0.26,0.26,18.00
0.28,3.007,0.056,0.0001,3.0,0.300,0.019,0.000,3.007,0.056,0.005,0.005,3.002,594.409,1.866,0.0000,0.019,0.000,0.734,9,0.28,0.28,18.50
0.30,5.292,0.056,0.0001,3.1,0.280,0.011,0.000,5.292,0.056,0.005,0.005,5.286,973.533,1.059,0.0000,0.011,0.000,0.618,9,0.30,0.30,19.00
0.32,12.532,0.060,0.0459,3.0,0.270,0.005,0.000,12.540,0.060,0.006,0.006,12.534,2153.578,0.475,0.0037,0.005,0.000,0.567,9,0.32,0.32,19.50
0.34,18.918,0.027,0.0014,3.0,0.010,0.001,0.000,18.918,0.027,0.006,0.006,18.912,3045.396,0.144,0.0001,0.001,0.000,0.237,9,0.34,0.34,19.50
0.36,20.134,0.037,0.0113,3.2,0.030,0.002,0.000,20.136,0.037,0.007,0.007,20.130,3049.940,0.184,0.0006,0.002,0.000,0.296,9,0.36,0.36,19.50
0.38,19.003,0.053,0.0049,3.5,0.070,0.003,0.000,19.003,0.053,0.007,0.007,18.996,2717.653,0.277,0.0003,0.003,0.000,0.395,9,0.38,0.38,19.50
0.40,16.478,0.064,0.0028,3.0,0.010,0.004,0.000,16.478,0.064,0.007,0.007,16.471,2231.838,0.386,0.0002,0.004,0.000,0.473,9,0.40,0.40,19.50
0.42,16.478,0.112,0.0024,3.0,0.720,0.007,0.000,16.478,0.112,0.008,0.008,16.471,2119.757,0.678,0.0001,0.007,0.000,0.837,9,0.42,0.42,19.50
0.44,11.979,0.112,0.0024,2.4,0.520,0.009,0.000,11.979,0.112,0.008,0.008,11.971,1467.025,0.933,0.0002,0.009,0.000,0.893,9,0.44,0.44,19.50
0.46,11.979,0.141,0.0069,2.4,0.230,0.012,0.000,11.980,0.141,0.009,0.009,11.971,1400.147,1.179,0.0006,0.012,0.000,1.275,9,0.46,0.46,19.50
0.48,10.519,0.215,0.0117,2.2,0.410,0.020,0.000,10.521,0.215,0.009,0.009,10.512,1175.831,2.047,0.0011,0.020,0.000,2.269,9,0.48,0.48,19.50
0.50,4.414,0.215,0.0117,2.4,0.410,0.049,0.000,4.416,0.215,0.009,0.009,4.406,472.774,4.884,0.0027,0.049,0.000,2.657,7,0.50,0.50,19.00
0.52,4.414,0.222,0.0137,2.4,0.420,0.050,0.000,4.416,0.222,0.010,0.010,4.406,454.247,5.050,0.0031,0.050,0.000,3.293,7,0.52,0.52,19.00
0.54,3.222,0.239,0.0100,2.6,0.230,0.074,0.000,3.224,0.239,0.010,0.010,3.213,319.109,7.450,0.0031,0.074,0.000,4.422,7,0.54,0.54,18.50
0.56,3.222,0.264,0.0089,2.6,0.190,0.082,0.000,3.223,0.264,0.010,0.010,3.213,307.748,8.214,0.0028,0.082,0.000,5.754,7,0.56,0.56,18.50
0.58,2.617,0.274,0.0071,2.4,0.190,0.105,0.000,2.618,0.274,0.011,0.011,2.608,241.214,10.497,0.0027,0.105,0.000,7.281,7,0.58,0.58,18.50
0.60,3.760,0.164,0.0064,2.9,0.020,0.044,0.000,3.761,0.164,0.011,0.011,3.749,335.070,4.374,0.0017,0.044,0.000,5.592,7,0.60,0.60,19.00
0.62,1.716,0.164,0.0064,2.4,1.480,0.095,0.000,1.717,0.164,0.012,0.012,1.706,147.686,9.614,0.0038,0.096,0.000,6.163,7,0.62,0.62,18.00
0.64,1.716,0.164,0.0064,2.4,1.480,0.095,0.000,1.717,0.164,0.012,0.012,1.705,143.192,9.616,0.0038,0.096,0.000,6.516,7,0.64,0.64,18.00
0.66,2.875,0.164,0.0064,2.4,0.640,0.057,0.000,2.876,0.164,0.012,0.012,2.863,233.171,5.728,0.0022,0.057,0.000,6.611,7,0.66,0.66,18.50
0.68,2.875,0.164,0.0064,2.4,0.640,0.057,0.000,2.876,0.164,0.013,0.013,2.863,226.322,5.728,0.0022,0.057,0.000,7.043,7,0.68,0.68,18.50
0.70,1.428,0.197,0.0073,2.1,1.550,0.138,0.000,1.429,0.197,0.013,0.013,1.416,108.852,13.890,0.0052,0.138,0.000,8.814,7,0.70,0.70,18.00
0.72,1.428,0.197,0.0073,2.1,1.550,0.138,0.000,1.429,0.197,0.013,0.013,1.416,105.894,13.893,0.0052,0.138,0.000,9.685,7,0.72,0.72,18.00
0.74,2.825,0.197,0.0073,2.3,0.400,0.070,0.000,2.826,0.197,0.014,0.014,2.813,204.704,6.993,0.0026,0.070,0.000,9.240,7,0.74,0.74,18.50
0.76,2.825,0.197,0.0073,2.3,0.400,0.070,0.000,2.826,0.197,0.014,0.014,2.812,199.310,6.994,0.0026,0.070,0.000,8.833,7,0.76,0.76,18.50
0.78,1.551,0.121,-0.0123,2.1,0.000,0.078,0.000,1.549,0.121,0.014,0.014,1.534,106.024,7.907,-0.0080,0.078,0.000,5.369,7,0.78,0.78,18.00
0.80,1.551,0.229,-0.0141,2.1,1.200,0.148,0.000,1.548,0.229,0.015,0.015,1.534,103.406,14.927,-0.0092,0.148,0.000,9.988,7,0.80,0.80,18.00
0.82,1.551,0.229,-0.0141,2.1,1.200,0.148,0.000,1.548,0.229,0.015,0.015,1.533,100.932,14.930,-0.0092,0.148,0.000,9.320,7,0.82,0.82,18.00
0.84,2.793,0.130,-0.0165,2.2,0.020,0.047,0.000,2.791,0.130,0.016,0.016,2.775,178.361,4.688,-0.0059,0.047,0.000,4.966,7,0.84,0.84,18.50
0.86,2.793,0.214,-0.0185,2.2,1.290,0.077,0.000,2.791,0.214,0.016,0.016,2.775,174.175,7.716,-0.0067,0.077,0.000,8.058,7,0.86,0.86,18.50
0.88,3.233,0.214,-0.0185,2.2,1.460,0.066,0.000,3.230,0.214,0.016,0.016,3.213,197.131,6.663,-0.0058,0.066,0.000,7.947,7,0.88,0.88,18.50
0.90,3.233,0.214,-0.0185,2.2,1.460,0.066,0.000,3.230,0.214,0.017,0.017,3.213,192.734,6.664,-0.0058,0.066,0.000,7.379,7,0.90,0.90,18.50
0.92,3.233,0.214,-0.0185,2.2,1.460,0.066,0.000,3.230,0.214,0.017,0.017,3.213,188.527,6.665,-0.0058,0.066,0.000,6.886,7,0.92,0.92,18.50
0.94,3.233,0.248,-0.0202,2.2,1.420,0.077,0.000,3.229,0.248,0.017,0.017,3.212,184.484,7.706,-0.0063,0.077,0.000,7.462,7,0.94,0.94,18.50
0.96,3.233,0.248,-0.0202,2.2,1.420,0.077,0.000,3.229,0.248,0.018,0.018,3.211,180.624,7.707,-0.0063,0.077,0.000,7.255,7,0.96,0.96,18.50
0.98,3.233,0.248,-0.0202,2.2,1.420,0.077,0.000,3.229,0.248,0.018,0.018,3.211,176.921,7.708,-0.0063,0.077,0.000,7.060,8,0.98,0.98,18.50
1.00,3.834,0.248,-0.0202,2.2,1.330,0.065,0.000,3.830,0.248,0.019,0.019,3.812,205.717,6.493,-0.0053,0.065,0.000,6.829,8,1.00,1.00,19.00
1.02,3.834,0.248,-0.0202,2.2,1.330,0.065,0.000,3.830,0.248,0.019,0.019,3.812,201.563,6.493,-0.0053,0.065,0.000,6.614,8,1.02,1.02,19.00
1.04,3.834,0.248,-0.0202,2.2,1.330,0.065,0.000,3.830,0.248,0.019,0.019,3.811,197.573,6.494,-0.0053,0.065,0.000,6.411,8,1.04,1.04,19.00
1.06,3.834,0.251,-0.0204,2.2,1.340,0.065,0.000,3.830,0.251,0.020,0.020,3.811,193.735,6.581,-0.0054,0.065,0.000,6.303,8,1.06,1.06,19.00
1.08,3.834,0.251,-0.0204,2.2,1.340,0.065,0.000,3.830,0.251,0.020,0.020,3.810,190.044,6.582,-0.0054,0.065,0.000,6.121,8,1.08,1.08,19.00
1.10,4.534,0.251,-0.0204,2.3,1.310,0.055,0.000,4.530,0.251,0.020,0.020,4.510,220.749,5.561,-0.0045,0.055,0.000,5.953,8,1.10,1.10,19.00
1.12,4.534,0.251,-0.0204,2.3,1.310,0.055,0.000,4.530,0.251,0.021,0.021,4.510,216.700,5.562,-0.0045,0.055,0.000,5.868,8,1.12,1.12,19.00
1.14,4.534,0.251,-0.0204,2.3,1.310,0.055,0.000,4.530,0.251,0.021,0.021,4.509,212.796,5.562,-0.0045,0.055,0.000,5.785,8,1.14,1.14,19.00
1.16,4.534,0.271,-0.0214,2.3,1.230,0.060,0.000,4.530,0.271,0.022,0.022,4.509,209.022,6.009,-0.0047,0.060,0.000,6.162,8,1.16,1.16,19.00
1.18,4.534,0.271,-0.0214,2.3,1.230,0.060,0.000,4.530,0.271,0.022,0.022,4.508,205.386,6.009,-0.0047,0.060,0.000,6.078,8,1.18,1.18,19.00
1.20,4.505,0.271,-0.0214,2.2,1.360,0.060,0.000,4.502,0.271,0.022,0.022,4.480,200.611,6.047,-0.0048,0.060,0.000,6.047,8,1.20,1.20,19.00
1.22,4.505,0.271,-0.0214,2.2,1.360,0.060,0.000,4.502,0.271,0.023,0.023,4.479,197.238,6.048,-0.0048,0.060,0.000,6.103,8,1.22,1.22,19.00
1.24,4.505,0.271,-0.0214,2.2,1.360,0.060,0.000,4.502,0.271,0.023,0.023,4.479,193.975,6.048,-0.0048,0.060,0.000,6.159,8,1.24,1.24,19.00
1.26,4.505,0.295,-0.0240,2.2,1.340,0.066,0.000,4.502,0.295,0.023,0.023,4.478,190.801,6.592,-0.0054,0.066,0.000,6.775,8,1.26,1.26,19.00
1.28,4.505,0.295,-0.0240,2.2,1.340,0.066,0.000,4.502,0.295,0.024,0.024,4.478,187.745,6.593,-0.0054,0.066,0.000,6.839,8,1.28,1.28,19.00
1.30,4.084,0.295,-0.0240,2.3,1.340,0.072,0.000,4.080,0.295,0.024,0.024,4.056,167.393,7.278,-0.0059,0.072,0.000,6.904,8,1.30,1.30,19.00
1.32,4.084,0.295,-0.0240,2.3,1.340,0.072,0.000,4.080,0.295,0.025,0.025,4.056,164.793,7.279,-0.0059,0.072,0.000,7.023,8,1.32,1.32,19.00
1.34,4.084,0.295,-0.0240,2.3,1.340,0.072,0.000,4.080,0.295,0.025,0.025,4.055,162.272,7.280,-0.0059,0.072,0.000,7.147,8,1.34,1.34,19.00
1.36,4.084,0.266,-0.0244,2.3,1.330,0.065,0.000,4.080,0.266,0.025,0.025,4.055,159.824,6.555,-0.0060,0.065,0.000,6.550,8,1.36,1.36,19.00
1.38,4.084,0.266,-0.0244,2.3,1.330,0.065,0.000,4.080,0.266,0.026,0.026,4.054,157.450,6.556,-0.0060,0.065,0.000,6.669,8,1.38,1.38,19.00
1.40,4.084,0.266,-0.0244,2.3,1.330,0.065,0.000,4.080,0.266,0.026,0.026,4.054,155.146,6.557,-0.0060,0.065,0.000,6.792,8,1.40,1.40,19.00
1.42,3.708,0.266,-0.0244,2.3,1.330,0.072,0.000,3.705,0.266,0.027,0.027,3.678,138.743,7.227,-0.0066,0.072,0.000,6.853,8,1.42,1.42,19.00
1.44,3.708,0.266,-0.0244,2.3,1.330,0.072,0.000,3.705,0.266,0.027,0.027,3.678,136.769,7.227,-0.0066,0.072,0.000,6.915,8,1.44,1.44,19.00
1.46,3.708,0.275,-0.0275,2.3,1.290,0.074,0.000,3.704,0.275,0.027,0.027,3.677,134.831,7.477,-0.0075,0.074,0.000,7.216,8,1.46,1.46,19.00
1.48,3.708,0.275,-0.0275,2.3,1.290,0.074,0.000,3.704,0.275,0.028,0.028,3.676,132.964,7.477,-0.0075,0.074,0.000,7.282,8,1.48,1.48,19.00
1.50,3.708,0.275,-0.0275,2.3,1.290,0.074,0.000,3.704,0.275,0.028,0.028,3.676,131.148,7.478,-0.0075,0.074,0.000,7.350,8,1.50,1.50,19.00
1.52,3.703,0.275,-0.0275,2.3,1.280,0.074,0.000,3.699,0.275,0.028,0.028,3.670,129.194,7.490,-0.0075,0.074,0.000,7.586,8,1.52,1.52,19.00
1.54,3.703,0.275,-0.0275,2.3,1.280,0.074,0.000,3.699,0.275,0.029,0.029,3.670,127.475,7.490,-0.0075,0.074,0.000,7.641,8,1.54,1.54,19.00
1.56,3.703,0.264,-0.0274,2.3,1.230,0.071,0.000,3.699,0.264,0.029,0.029,3.670,125.802,7.183,-0.0075,0.071,0.000,4.976,8,1.56,1.56,19.00
1.58,3.703,0.264,-0.0274,2.3,1.230,0.071,0.000,3.699,0.264,0.030,0.030,3.669,124.172,7.184,-0.0075,0.071,0.000,3.296,8,1.58,1.58,19.00
1.60,3.703,0.264,-0.0274,2.3,1.230,0.071,0.000,3.699,0.264,0.030,0.030,3.669,122.582,7.185,-0.0075,0.071,0.000,2.999,8,1.60,1.60,19.00
1.62,2.804,0.206,-0.0386,2.2,0.000,0.074,0.000,2.798,0.206,0.030,0.030,2.768,91.341,7.440,-0.0139,0.073,0.000,0.000,8,1.62,1.62,18.50
1.64,3.419,0.201,-0.0393,2.1,0.080,0.059,0.000,3.413,0.201,0.031,0.031,3.382,110.282,5.957,-0.0116,0.059,0.000,0.000,8,1.64,1.64,18.50
1.66,22.405,0.143,-0.0415,2.3,0.010,0.006,0.000,22.399,0.143,0.031,0.031,22.368,720.139,0.639,-0.0019,0.006,0.000,0.000,8,1.66,1.66,19.50
1.68,33.410,0.117,-0.0390,2.3,0.030,0.004,0.000,33.404,0.117,0.031,0.031,33.372,1060.779,0.351,-0.0012,0.004,0.000,0.000,8,1.68,1.68,20.00
1.70,12.423,0.001,0.0024,2.3,0.080,0.000,0.000,12.423,0.001,0.032,0.032,12.392,389.059,0.006,0.0002,0.000,0.000,0.000,8,1.70,1.70,19.50
1.72,32.444,0.010,0.0095,2.3,0.480,0.000,0.000,32.445,0.010,0.032,0.032,32.413,1005.054,0.031,0.0003,0.000,0.000,0.000,8,1.72,1.72,20.00
