H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
1.34,2.231,0.062,0.0006,2.1,0.230,0.028,0.000,2.231,0.062,0.024,0.024,2.207,92.083,2.800,0.0003,0.028,0.000,2.827,5,1.34,1.34,18.00
1.36,2.256,0.064,0.0061,2.1,0.200,0.028,0.000,2.257,0.064,0.024,0.024,2.232,91.757,2.849,0.0027,0.028,0.000,2.936,5,1.36,1.36,18.00
1.38,2.295,0.061,-0.0103,2.2,0.200,0.027,0.000,2.293,0.061,0.025,0.025,2.268,91.870,2.694,-0.0045,0.027,0.000,2.838,5,1.38,1.38,18.00
1.40,2.170,0.061,-0.0178,2.2,0.200,0.028,0.000,2.167,0.061,0.025,0.025,2.142,85.525,2.857,-0.0083,0.028,0.000,2.860,5,1.40,1.40,18.00
1.42,2.086,0.063,-0.0231,2.2,0.200,0.030,0.000,2.083,0.063,0.025,0.025,2.057,80.968,3.057,-0.0112,0.030,0.000,2.960,5,1.42,1.42,18.00
1.44,2.068,0.071,-0.0266,2.2,0.200,0.035,0.000,2.064,0.071,0.026,0.026,2.038,79.083,3.503,-0.0131,0.035,0.000,3.396,5,1.44,1.44,18.00
1.46,2.026,0.071,-0.0263,2.2,0.190,0.035,0.000,2.021,0.071,0.026,0.026,1.995,76.363,3.573,-0.0132,0.035,0.000,3.423,5,1.46,1.46,18.00
1.48,2.077,0.071,-0.0324,2.2,0.180,0.034,0.000,2.072,0.071,0.026,0.026,2.045,77.204,3.452,-0.0158,0.034,0.000,3.403,5,1.48,1.48,18.00
1.50,2.023,0.075,-0.0363,2.3,0.190,0.037,0.000,2.017,0.075,0.027,0.027,1.990,74.128,3.773,-0.0182,0.037,0.000,3.627,5,1.50,1.50,18.00
1.52,1.952,0.075,-0.0337,2.3,0.190,0.039,0.000,1.946,0.075,0.027,0.027,1.919,70.525,3.914,-0.0176,0.038,0.000,3.622,5,1.52,1.52,18.00
1.54,1.946,0.075,-0.0321,2.3,0.180,0.039,0.000,1.941,0.075,0.028,0.028,1.914,69.412,3.945,-0.0168,0.039,0.000,3.594,5,1.54,1.54,18.00
1.56,2.013,0.071,-0.0281,2.4,0.170,0.035,0.000,2.009,0.071,0.028,0.028,1.981,70.926,3.559,-0.0142,0.035,0.000,3.304,5,1.56,1.56,18.00
1.58,2.161,0.071,-0.0269,2.4,0.160,0.033,0.000,2.157,0.071,0.028,0.028,2.129,75.249,3.335,-0.0126,0.033,0.000,3.272,5,1.58,1.58,18.00
1.60,2.255,0.066,-0.0280,2.3,0.150,0.029,0.000,2.250,0.066,0.029,0.029,2.222,77.549,2.966,-0.0126,0.029,0.000,3.010,5,1.60,1.60,18.00
1.62,2.198,0.065,-0.0272,2.4,0.130,0.030,0.000,2.193,0.065,0.029,0.029,2.164,74.603,3.022,-0.0126,0.030,0.000,2.979,5,1.62,1.62,18.00
1.64,2.391,0.062,-0.0167,2.4,0.250,0.026,0.000,2.389,0.062,0.029,0.029,2.359,80.336,2.645,-0.0071,0.026,0.000,2.809,5,1.64,1.64,18.00
1.66,2.428,0.073,-0.0168,2.4,0.290,0.030,0.000,2.425,0.073,0.030,0.030,2.395,80.568,3.056,-0.0070,0.030,0.000,3.216,5,1.66,1.66,18.00
1.68,2.428,0.069,-0.0261,2.4,0.290,0.029,0.000,2.424,0.069,0.030,0.030,2.393,79.542,2.900,-0.0109,0.029,0.000,2.948,5,1.68,1.68,18.00
1.70,2.287,0.073,-0.0248,2.5,0.300,0.032,0.000,2.283,0.073,0.030,0.030,2.252,73.963,3.264,-0.0110,0.032,0.000,2.995,5,1.70,1.70,18.00
1.72,2.088,0.073,-0.0174,2.4,0.300,0.035,0.000,2.086,0.073,0.031,0.031,2.055,66.690,3.572,-0.0085,0.035,0.000,2.880,5,1.72,1.72,18.00
1.74,2.236,0.073,-0.0174,2.5,0.290,0.033,0.000,2.234,0.073,0.031,0.031,2.202,70.659,3.333,-0.0079,0.033,0.000,2.782,5,1.74,1.74,18.00
1.76,2.551,0.070,-0.0071,2.5,0.270,0.027,0.000,2.550,0.070,0.032,0.032,2.518,79.874,2.768,-0.0028,0.027,0.000,2.508,5,1.76,1.76,18.00
1.78,2.874,0.062,0.0076,2.5,0.250,0.022,0.000,2.875,0.062,0.032,0.032,2.843,89.151,2.184,0.0027,0.022,0.000,2.128,5,1.78,1.78,18.00
1.80,3.263,0.054,0.0194,2.5,0.240,0.016,0.000,3.266,0.054,0.032,0.032,3.234,100.284,1.657,0.0060,0.016,0.000,1.655,5,1.80,1.80,18.00
1.82,3.295,0.051,0.0432,2.5,0.220,0.016,0.000,3.302,0.051,0.033,0.033,3.269,100.258,1.569,0.0132,0.016,0.000,1.445,7,1.82,1.82,18.00
1.84,3.184,0.055,0.0766,2.5,0.220,0.017,0.000,3.196,0.055,0.033,0.033,3.163,95.944,1.736,0.0242,0.017,0.000,1.383,7,1.84,1.84,18.00
1.86,3.939,0.056,0.0896,2.7,0.170,0.014,0.000,3.953,0.056,0.033,0.033,3.920,117.564,1.429,0.0229,0.014,0.000,1.267,7,1.86,1.86,18.50
1.88,3.963,0.067,0.1603,2.7,0.140,0.017,0.000,3.989,0.067,0.034,0.034,3.955,117.328,1.697,0.0405,0.017,0.000,1.352,7,1.88,1.88,18.50
1.90,5.938,0.083,0.2370,2.7,0.020,0.014,0.000,5.976,0.083,0.034,0.034,5.942,174.344,1.392,0.0399,0.014,0.000,1.505,7,1.90,1.90,18.50
1.92,5.710,0.096,0.0544,2.5,0.090,0.017,0.000,5.719,0.096,0.034,0.034,5.685,165.012,1.692,0.0096,0.017,0.000,1.611,7,1.92,1.92,18.50
1.94,6.705,0.094,0.0812,2.5,0.060,0.014,0.000,6.718,0.094,0.035,0.035,6.683,191.926,1.408,0.0122,0.014,0.000,1.465,7,1.94,1.94,18.50
1.96,7.207,0.097,0.1062,2.7,0.080,0.013,0.000,7.224,0.097,0.035,0.035,7.189,204.291,1.351,0.0148,0.013,0.000,1.425,7,1.96,1.96,18.50
1.98,8.517,0.137,0.1093,2.6,0.060,0.016,0.000,8.535,0.137,0.036,0.036,8.499,239.005,1.607,0.0129,0.016,0.000,1.947,7,1.98,1.98,18.50
2.00,8.725,0.165,0.0267,2.6,0.070,0.019,0.000,8.729,0.165,0.036,0.036,8.693,241.955,1.897,0.0031,0.019,0.000,2.302,7,2.00,2.00,18.50
2.02,8.498,0.178,0.0232,2.5,0.070,0.021,0.000,8.501,0.178,0.036,0.036,8.465,233.199,2.100,0.0027,0.021,0.000,2.516,7,2.02,2.02,18.50
2.04,8.290,0.171,0.0143,2.5,0.220,0.021,0.000,8.292,0.171,0.037,0.037,8.255,225.124,2.069,0.0017,0.021,0.000,2.455,7,2.04,2.04,18.50
2.06,7.440,0.198,0.0237,2.4,0.180,0.027,0.000,7.444,0.198,0.037,0.037,7.407,200.018,2.668,0.0032,0.027,0.000,2.931,4,2.06,2.06,18.00
2.08,6.185,0.214,0.0060,2.4,0.190,0.035,0.000,6.186,0.214,0.037,0.037,6.148,164.433,3.489,0.0010,0.035,0.000,3.304,4,2.08,2.08,18.00
2.10,5.596,0.206,0.0116,2.5,0.240,0.037,0.000,5.598,0.206,0.038,0.038,5.560,147.282,3.705,0.0021,0.037,0.000,3.361,4,2.10,2.10,18.00
2.12,4.848,0.223,0.0207,2.4,0.270,0.046,0.000,4.852,0.223,0.038,0.038,4.814,126.305,4.629,0.0043,0.046,0.000,3.853,4,2.12,2.12,18.00
2.14,4.531,0.218,0.0238,2.5,0.230,0.048,0.000,4.535,0.218,0.038,0.038,4.496,116.876,4.848,0.0053,0.048,0.000,3.977,4,2.14,2.14,18.00
2.16,4.332,0.226,0.0355,2.5,0.150,0.052,0.000,4.337,0.226,0.039,0.039,4.299,110.730,5.262,0.0083,0.052,0.000,4.303,4,2.16,2.16,17.50
2.18,4.453,0.220,0.1004,2.5,0.130,0.049,0.000,4.469,0.220,0.039,0.039,4.430,113.075,4.968,0.0227,0.049,0.000,4.294,4,2.18,2.18,18.00
2.20,4.531,0.214,0.1920,2.6,0.140,0.047,0.000,4.562,0.214,0.040,0.040,4.522,114.367,4.728,0.0425,0.047,0.000,4.157,4,2.20,2.20,18.00
2.22,4.906,0.217,0.2537,2.6,0.130,0.044,0.000,4.947,0.217,0.040,0.040,4.907,122.985,4.430,0.0517,0.044,0.000,4.085,4,2.22,2.22,18.00
2.24,5.190,0.217,0.3966,2.6,0.140,0.041,0.000,5.254,0.217,0.040,0.040,5.213,129.496,4.168,0.0761,0.042,0.000,3.729,4,2.24,2.24,18.00
2.26,5.807,0.209,0.4495,2.6,0.150,0.036,0.000,5.879,0.209,0.041,0.041,5.839,143.737,3.578,0.0770,0.036,0.000,3.167,4,2.26,2.26,18.00
2.28,6.003,0.199,0.4620,2.5,0.120,0.033,0.000,6.077,0.199,0.041,0.041,6.036,147.290,3.302,0.0765,0.033,0.000,2.677,4,2.28,2.28,18.00
2.30,6.373,0.206,0.6295,2.5,0.100,0.032,0.000,6.474,0.206,0.041,0.041,6.433,155.604,3.209,0.0979,0.032,0.000,2.485,4,2.30,2.30,18.00
2.32,7.569,0.180,0.6698,2.5,0.070,0.023,0.000,7.676,0.180,0.042,0.042,7.634,183.027,2.359,0.0877,0.024,0.000,1.987,4,2.32,2.32,18.50
2.34,10.407,0.180,0.9764,2.5,0.030,0.017,0.000,10.563,0.180,0.042,0.042,10.521,250.027,1.710,0.0928,0.017,0.000,1.870,4,2.34,2.34,18.50
2.36,12.984,0.183,0.2147,2.5,0.060,0.014,0.000,13.019,0.183,0.042,0.042,12.976,305.614,1.406,0.0165,0.014,0.000,1.805,4,2.36,2.36,19.00
2.38,13.683,0.220,0.1407,2.5,0.060,0.016,0.000,13.705,0.220,0.043,0.043,13.662,318.916,1.610,0.0103,0.016,0.000,2.083,11,2.38,2.38,19.00
2.40,13.919,0.232,0.0270,2.5,0.110,0.017,0.000,13.923,0.232,0.043,0.043,13.880,321.147,1.669,0.0019,0.017,0.000,2.130,11,2.40,2.40,19.00
2.42,12.882,0.276,0.0854,2.5,0.170,0.021,0.000,12.896,0.276,0.044,0.044,12.852,294.847,2.149,0.0066,0.021,0.000,2.494,11,2.42,2.42,18.50
2.44,10.992,0.335,0.0934,2.7,0.100,0.030,0.000,11.007,0.335,0.044,0.044,10.963,249.449,3.059,0.0085,0.031,0.000,3.116,11,2.44,2.44,18.00
2.46,10.597,0.395,0.1118,2.7,0.110,0.037,0.000,10.615,0.395,0.044,0.044,10.571,238.568,3.736,0.0106,0.037,0.000,3.727,11,2.46,2.46,18.00
2.48,10.770,0.429,0.0887,2.7,0.110,0.040,0.000,10.784,0.429,0.045,0.045,10.740,240.153,3.991,0.0083,0.040,0.000,4.207,11,2.48,2.48,20.50
2.50,9.444,0.461,0.1301,2.7,0.180,0.049,0.000,9.465,0.461,0.045,0.045,9.420,208.732,4.893,0.0138,0.049,0.000,4.764,11,2.50,2.50,20.50
2.52,8.570,0.509,0.1440,2.7,0.180,0.059,0.000,8.593,0.509,0.046,0.046,8.547,187.692,5.951,0.0168,0.059,0.000,5.592,11,2.52,2.52,20.50
2.54,4.138,0.253,0.6116,2.6,0.030,0.060,0.000,4.236,0.253,0.046,0.046,4.190,91.300,6.036,0.1460,0.061,0.000,2.906,11,2.54,2.54,17.50
2.56,8.558,0.436,0.4030,2.7,0.080,0.051,0.000,8.622,0.436,0.046,0.046,8.576,185.222,5.088,0.0470,0.051,0.000,5.193,11,2.56,2.56,20.50
2.58,8.517,0.435,0.0318,2.7,0.070,0.051,0.000,8.522,0.435,0.047,0.047,8.475,181.449,5.137,0.0038,0.051,0.000,5.385,11,2.58,2.58,20.50
2.60,8.039,0.417,0.0117,2.7,0.050,0.052,0.000,8.041,0.417,0.047,0.047,7.994,169.653,5.214,0.0015,0.052,0.000,5.436,11,2.60,2.60,20.50
2.62,7.562,0.416,0.0164,2.7,0.020,0.055,0.000,7.564,0.416,0.048,0.048,7.517,158.144,5.538,0.0022,0.055,0.000,5.636,11,2.62,2.62,20.50
2.64,8.529,0.441,0.0041,2.7,0.300,0.052,0.000,8.530,0.441,0.048,0.048,8.482,176.932,5.199,0.0005,0.052,0.000,6.176,11,2.64,2.64,20.50
2.66,7.697,0.401,-0.0031,2.7,0.200,0.052,0.000,7.697,0.401,0.048,0.048,7.648,158.189,5.239,-0.0004,0.052,0.000,5.530,11,2.66,2.66,20.50
2.68,7.115,0.378,-0.0159,2.7,0.180,0.053,0.000,7.113,0.378,0.049,0.049,7.064,144.877,5.354,-0.0023,0.053,0.000,5.438,11,2.68,2.68,20.50
2.70,6.172,0.387,0.0135,2.7,0.150,0.063,0.000,6.174,0.387,0.049,0.049,6.125,124.574,6.320,0.0022,0.063,0.000,5.780,11,2.70,2.70,20.50
2.72,6.356,0.396,0.0004,2.7,0.160,0.062,0.000,6.356,0.396,0.050,0.050,6.306,127.190,6.286,0.0001,0.062,0.000,6.128,11,2.72,2.72,20.50
2.74,5.857,0.390,-0.0077,2.7,0.250,0.067,0.000,5.855,0.390,0.050,0.050,5.805,116.133,6.714,-0.0013,0.067,0.000,6.160,11,2.74,2.74,20.50
2.76,5.307,0.384,0.0164,2.8,0.250,0.072,0.000,5.309,0.384,0.050,0.050,5.259,104.467,7.306,0.0031,0.072,0.000,6.295,11,2.76,2.76,17.50
2.78,5.352,0.377,0.0703,2.8,0.250,0.070,0.000,5.364,0.377,0.051,0.051,5.313,104.815,7.099,0.0132,0.070,0.000,6.357,11,2.78,2.78,17.50
2.80,5.679,0.344,0.0943,2.8,0.260,0.060,0.000,5.694,0.344,0.051,0.051,5.643,110.422,6.098,0.0167,0.061,0.000,5.934,11,2.80,2.80,20.50
2.82,5.534,0.326,0.1295,2.9,0.260,0.059,0.000,5.555,0.326,0.052,0.052,5.503,106.840,5.918,0.0235,0.059,0.000,5.654,11,2.82,2.82,20.50
2.84,6.010,0.294,0.1336,3.0,0.190,0.049,0.000,6.031,0.294,0.052,0.052,5.980,115.169,4.913,0.0223,0.049,0.000,5.150,11,2.84,2.84,20.50
2.86,6.060,0.276,0.1076,3.0,0.200,0.045,0.000,6.077,0.276,0.052,0.052,6.024,115.234,4.586,0.0179,0.046,0.000,4.877,11,2.86,2.86,18.00
2.88,5.825,0.274,0.1142,3.0,0.240,0.047,0.000,5.843,0.274,0.053,0.053,5.791,110.004,4.732,0.0197,0.047,0.000,4.876,11,2.88,2.88,18.00
2.90,5.635,0.267,0.0634,3.1,0.270,0.047,0.000,5.645,0.267,0.053,0.053,5.592,105.505,4.768,0.0113,0.047,0.000,4.804,3,2.90,2.90,18.00
2.92,5.756,0.261,0.0493,3.1,0.190,0.045,0.000,5.764,0.261,0.053,0.053,5.711,107.023,4.569,0.0086,0.045,0.000,4.802,3,2.92,2.92,18.00
2.94,5.737,0.266,0.0425,3.1,0.190,0.046,0.000,5.744,0.266,0.054,0.054,5.690,105.917,4.680,0.0075,0.046,0.000,5.016,3,2.94,2.94,18.00
2.96,5.428,0.269,0.0138,3.0,0.170,0.050,0.000,5.431,0.269,0.054,0.054,5.376,99.416,5.013,0.0026,0.050,0.000,5.274,3,2.96,2.96,18.00
2.98,4.799,0.277,0.0294,3.1,0.170,0.058,0.000,4.804,0.277,0.054,0.054,4.749,87.253,5.841,0.0062,0.058,0.000,5.683,3,2.98,2.98,17.50
3.00,4.584,0.276,0.0058,3.1,0.200,0.060,0.000,4.585,0.276,0.055,0.055,4.530,82.693,6.095,0.0013,0.060,0.000,5.908,3,3.00,3.00,17.50
3.02,4.400,0.271,-0.0033,3.1,0.170,0.062,0.000,4.400,0.271,0.055,0.055,4.345,78.811,6.240,-0.0008,0.062,0.000,6.041,3,3.02,3.02,17.50
3.04,4.168,0.277,0.0225,3.1,0.160,0.066,0.000,4.171,0.277,0.055,0.055,4.116,74.186,6.728,0.0055,0.066,0.000,6.481,3,3.04,3.04,17.50
3.06,3.819,0.275,0.0511,3.1,0.090,0.072,0.000,3.827,0.275,0.056,0.056,3.771,67.545,7.300,0.0136,0.072,0.000,6.795,3,3.06,3.06,17.50
3.08,3.542,0.279,0.0888,3.1,0.100,0.078,0.000,3.556,0.279,0.056,0.056,3.500,62.298,7.966,0.0254,0.079,0.000,7.235,3,3.08,3.08,17.50
3.10,3.538,0.283,0.0879,3.1,0.240,0.080,0.000,3.552,0.283,0.057,0.057,3.496,61.842,8.101,0.0251,0.080,0.000,7.655,3,3.10,3.10,17.50
3.12,3.595,0.259,0.0815,3.1,0.250,0.072,0.000,3.608,0.259,0.057,0.057,3.551,62.429,7.305,0.0230,0.072,0.000,7.302,3,3.12,3.12,17.50
3.14,3.387,0.247,0.0849,3.1,0.230,0.073,0.000,3.400,0.247,0.057,0.057,3.343,58.414,7.394,0.0254,0.073,0.000,7.234,3,3.14,3.14,17.50
3.16,3.304,0.239,0.0749,3.2,0.270,0.072,0.000,3.316,0.239,0.058,0.058,3.258,56.587,7.329,0.0230,0.072,0.000,7.251,3,3.16,3.16,17.50
