H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
3.10,3.053,0.205,0.0716,3.5,0.200,0.067,0.000,3.064,0.205,0.055,0.055,3.009,54.629,6.800,0.0238,0.067,0.000,6.321,3,3.10,3.10,17.50
3.12,3.120,0.197,0.0851,3.4,0.200,0.063,0.000,3.133,0.197,0.055,0.055,3.078,55.526,6.391,0.0276,0.063,0.000,6.127,3,3.12,3.12,17.50
3.14,3.231,0.187,0.1129,3.5,0.200,0.057,0.000,3.249,0.187,0.056,0.056,3.193,57.242,5.850,0.0354,0.058,0.000,5.871,3,3.14,3.14,17.50
3.16,3.294,0.178,0.1342,3.5,0.200,0.054,0.000,3.316,0.178,0.056,0.056,3.260,58.071,5.449,0.0412,0.054,0.000,5.602,3,3.16,3.16,17.50
3.18,3.238,0.169,0.1300,3.4,0.200,0.052,0.000,3.259,0.169,0.056,0.056,3.202,56.695,5.278,0.0406,0.052,0.000,5.363,3,3.18,3.18,17.50
3.20,3.252,0.176,0.1052,3.5,0.200,0.054,0.000,3.269,0.176,0.057,0.057,3.212,56.518,5.477,0.0328,0.054,0.000,5.550,3,3.20,3.20,17.50
3.22,3.298,0.186,0.1040,3.6,0.200,0.056,0.000,3.314,0.186,0.057,0.057,3.257,56.963,5.720,0.0319,0.056,0.000,5.841,3,3.22,3.22,17.50
3.24,3.165,0.194,0.1190,3.6,0.200,0.061,0.000,3.185,0.194,0.058,0.058,3.127,54.354,6.217,0.0381,0.061,0.000,6.053,3,3.24,3.24,17.50
3.26,3.046,0.196,0.1442,3.6,0.200,0.064,0.000,3.069,0.196,0.058,0.058,3.011,52.018,6.517,0.0479,0.064,0.000,6.075,3,3.26,3.26,17.50
3.28,2.961,0.199,0.1618,3.6,0.200,0.067,0.000,2.987,0.199,0.058,0.058,2.929,50.295,6.812,0.0552,0.067,0.000,6.151,3,3.28,3.28,17.50
3.30,3.206,0.198,0.1904,3.7,0.200,0.061,0.000,3.236,0.198,0.059,0.059,3.178,54.249,6.231,0.0599,0.062,0.000,6.089,3,3.30,3.30,17.50
3.32,3.273,0.191,0.2221,3.7,0.200,0.058,0.000,3.309,0.191,0.059,0.059,3.250,55.144,5.893,0.0683,0.059,0.000,5.877,3,3.32,3.32,17.50
3.34,3.365,0.179,0.2456,3.7,0.210,0.053,0.000,3.404,0.179,0.059,0.059,3.345,56.422,5.355,0.0734,0.053,0.000,5.499,3,3.34,3.34,17.50
3.36,3.430,0.161,0.2428,3.7,0.200,0.046,0.000,3.469,0.161,0.060,0.060,3.409,57.161,4.729,0.0712,0.047,0.000,4.954,3,3.36,3.36,18.00
3.38,3.446,0.164,0.2082,3.7,0.200,0.047,0.000,3.479,0.164,0.060,0.060,3.419,56.985,4.794,0.0609,0.048,0.000,5.026,3,3.38,3.38,18.00
3.40,3.331,0.168,0.1975,3.8,0.200,0.050,0.000,3.363,0.168,0.060,0.060,3.302,54.722,5.072,0.0598,0.050,0.000,5.105,3,3.40,3.40,17.50
3.42,3.322,0.168,0.2057,3.8,0.200,0.050,0.000,3.355,0.168,0.061,0.061,3.295,54.277,5.087,0.0624,0.050,0.000,5.102,3,3.42,3.42,17.50
3.44,3.282,0.176,0.2002,3.8,0.200,0.053,0.000,3.314,0.176,0.061,0.061,3.253,53.281,5.408,0.0615,0.054,0.000,5.357,3,3.44,3.44,17.50
3.46,3.134,0.173,0.2352,3.8,0.200,0.055,0.000,3.171,0.173,0.061,0.061,3.110,50.650,5.566,0.0756,0.055,0.000,5.306,3,3.46,3.46,17.50
3.48,3.120,0.167,0.2310,3.8,0.200,0.053,0.000,3.157,0.167,0.062,0.062,3.095,50.118,5.403,0.0746,0.054,0.000,5.159,3,3.48,3.48,17.50
3.50,3.185,0.168,0.1904,3.9,0.200,0.052,0.000,3.215,0.168,0.062,0.062,3.153,50.777,5.334,0.0604,0.053,0.000,5.237,3,3.50,3.50,17.50
3.52,3.247,0.173,0.2121,3.8,0.200,0.053,0.000,3.281,0.173,0.062,0.062,3.218,51.531,5.379,0.0659,0.053,0.000,5.450,3,3.52,3.52,17.50
3.54,3.259,0.175,0.1845,3.9,0.200,0.053,0.000,3.288,0.175,0.063,0.063,3.226,51.363,5.422,0.0572,0.054,0.000,5.585,3,3.54,3.54,17.50
3.56,3.130,0.174,0.2061,3.9,0.200,0.055,0.000,3.163,0.174,0.063,0.063,3.100,49.090,5.610,0.0665,0.056,0.000,5.671,3,3.56,3.56,17.50
3.58,3.197,0.170,0.2226,3.9,0.200,0.053,0.000,3.233,0.170,0.063,0.063,3.169,49.911,5.361,0.0702,0.053,0.000,5.635,3,3.58,3.58,17.50
3.60,3.123,0.170,0.1781,3.9,0.200,0.054,0.000,3.152,0.170,0.064,0.064,3.088,48.361,5.518,0.0577,0.055,0.000,5.740,3,3.60,3.60,17.50
3.62,2.942,0.162,0.1679,3.9,0.200,0.055,0.000,2.968,0.162,0.064,0.064,2.904,45.238,5.578,0.0578,0.055,0.000,5.540,3,3.62,3.62,17.50
3.64,2.829,0.154,0.1650,3.9,0.200,0.054,0.000,2.855,0.154,0.065,0.065,2.791,43.231,5.504,0.0591,0.054,0.000,5.338,3,3.64,3.64,17.50
3.66,2.568,0.149,0.1339,3.9,0.200,0.057,0.000,2.589,0.149,0.065,0.065,2.524,38.896,5.895,0.0530,0.058,0.000,5.229,3,3.66,3.66,17.50
3.68,2.564,0.142,0.1386,3.9,0.200,0.055,0.000,2.586,0.142,0.065,0.065,2.521,38.640,5.652,0.0550,0.056,0.000,5.178,3,3.68,3.68,17.50
3.70,2.610,0.127,0.1472,3.9,0.200,0.048,0.000,2.634,0.127,0.066,0.066,2.568,39.147,4.938,0.0573,0.049,0.000,4.601,3,3.70,3.70,17.50
3.72,2.700,0.131,0.1515,3.9,0.200,0.048,0.000,2.724,0.131,0.066,0.066,2.658,40.308,4.928,0.0570,0.049,0.000,4.685,3,3.72,3.72,17.50
3.74,2.732,0.131,0.1764,3.9,0.200,0.048,0.000,2.760,0.131,0.066,0.066,2.694,40.629,4.874,0.0655,0.048,0.000,4.471,3,3.74,3.74,17.50
3.76,2.906,0.125,0.1870,4.0,0.200,0.043,0.000,2.936,0.125,0.067,0.067,2.870,43.048,4.367,0.0652,0.043,0.000,4.070,3,3.76,3.76,18.00
3.78,2.101,0.106,0.3373,3.9,0.060,0.049,0.000,2.155,0.106,0.067,0.067,2.088,31.153,5.078,0.1616,0.050,0.000,3.286,3,3.78,3.78,17.50
3.80,3.240,0.117,0.3202,3.9,0.150,0.036,0.000,3.291,0.117,0.067,0.067,3.223,47.846,3.639,0.0993,0.036,0.000,3.507,3,3.80,3.80,18.00
3.82,3.567,0.123,0.4506,3.9,0.180,0.034,0.000,3.639,0.123,0.068,0.068,3.572,52.735,3.441,0.1262,0.034,0.000,3.591,3,3.82,3.82,18.00
3.84,4.486,0.119,0.4559,4.0,0.200,0.026,0.000,4.559,0.119,0.068,0.068,4.491,65.955,2.654,0.1015,0.027,0.000,3.437,3,3.84,3.84,18.00
3.86,4.391,0.124,0.4119,4.0,0.200,0.028,0.000,4.457,0.124,0.068,0.068,4.388,64.109,2.826,0.0939,0.028,0.000,3.545,3,3.86,3.86,18.00
3.88,4.188,0.144,0.2431,4.0,0.200,0.034,0.000,4.227,0.144,0.069,0.069,4.158,60.429,3.473,0.0585,0.034,0.000,4.114,3,3.88,3.88,18.00
3.90,3.867,0.153,0.1851,4.0,0.200,0.039,0.000,3.897,0.153,0.069,0.069,3.828,55.337,3.989,0.0484,0.039,0.000,4.238,3,3.90,3.90,18.00
3.92,3.474,0.156,0.1287,4.1,0.200,0.045,0.000,3.495,0.156,0.070,0.070,3.425,49.260,4.558,0.0376,0.045,0.000,4.279,3,3.92,3.92,18.00
3.94,3.203,0.166,0.1135,4.1,0.200,0.051,0.000,3.221,0.166,0.070,0.070,3.151,45.088,5.256,0.0360,0.052,0.000,4.524,3,3.94,3.94,17.50
3.96,3.049,0.173,0.1118,4.1,0.200,0.056,0.000,3.067,0.173,0.070,0.070,2.997,42.671,5.766,0.0373,0.057,0.000,4.834,3,3.96,3.96,17.50
3.98,3.049,0.178,0.1424,4.1,0.200,0.058,0.000,3.072,0.178,0.071,0.071,3.001,42.523,5.927,0.0474,0.058,0.000,5.098,3,3.98,3.98,17.50
4.00,3.118,0.175,0.1822,4.1,0.200,0.056,0.000,3.147,0.175,0.071,0.071,3.076,43.368,5.702,0.0592,0.056,0.000,5.136,3,4.00,4.00,17.50
4.02,3.737,0.172,0.2940,4.2,0.200,0.046,0.000,3.784,0.172,0.071,0.071,3.712,52.075,4.644,0.0792,0.046,0.000,5.125,3,4.02,4.02,18.00
4.04,3.705,0.170,0.4143,4.2,0.200,0.045,0.000,3.771,0.170,0.072,0.072,3.700,51.635,4.595,0.1120,0.046,0.000,5.075,3,4.04,4.04,18.00
4.06,3.541,0.156,0.4331,4.2,0.200,0.043,0.000,3.610,0.156,0.072,0.072,3.538,49.136,4.403,0.1224,0.044,0.000,4.619,3,4.06,4.06,18.00
4.08,3.453,0.154,0.2225,4.2,0.200,0.044,0.000,3.488,0.154,0.072,0.072,3.416,47.202,4.496,0.0651,0.044,0.000,4.490,3,4.08,4.08,18.00
4.10,3.370,0.168,0.1656,4.3,0.200,0.049,0.000,3.396,0.168,0.073,0.073,3.324,45.707,5.039,0.0498,0.050,0.000,4.824,3,4.10,4.10,17.50
4.12,3.303,0.179,0.1871,4.3,0.200,0.054,0.000,3.333,0.179,0.073,0.073,3.260,44.613,5.488,0.0574,0.054,0.000,5.082,3,4.12,4.12,17.50
4.14,3.321,0.179,0.3815,4.3,0.200,0.053,0.000,3.382,0.179,0.073,0.073,3.308,45.059,5.426,0.1153,0.054,0.000,5.112,3,4.14,4.14,17.50
4.16,3.460,0.176,0.2994,4.4,0.200,0.050,0.000,3.508,0.176,0.074,0.074,3.434,46.551,5.137,0.0872,0.051,0.000,5.037,3,4.16,4.16,17.50
4.18,3.576,0.179,0.2642,4.3,0.200,0.049,0.000,3.619,0.179,0.074,0.074,3.544,47.820,5.050,0.0745,0.050,0.000,5.114,3,4.18,4.18,17.50
4.20,3.613,0.182,0.2227,4.4,0.200,0.050,0.000,3.649,0.182,0.074,0.074,3.574,47.999,5.089,0.0623,0.050,0.000,5.193,3,4.20,4.20,17.50
4.22,3.645,0.185,0.1630,4.3,0.200,0.050,0.000,3.671,0.185,0.075,0.075,3.596,48.066,5.139,0.0453,0.051,0.000,5.285,3,4.22,4.22,17.50
4.24,3.636,0.186,0.1525,4.3,0.200,0.051,0.000,3.661,0.186,0.075,0.075,3.585,47.698,5.182,0.0425,0.051,0.000,5.317,3,4.24,4.24,17.50
4.26,3.605,0.185,0.1589,4.4,0.200,0.051,0.000,3.630,0.185,0.076,0.076,3.554,47.066,5.202,0.0447,0.051,0.000,5.351,3,4.26,4.26,17.50
4.28,3.523,0.187,0.1460,4.4,0.200,0.053,0.000,3.547,0.187,0.076,0.076,3.471,45.748,5.382,0.0421,0.053,0.000,5.487,3,4.28,4.28,17.50
4.30,3.477,0.199,0.1434,4.4,0.200,0.057,0.000,3.500,0.199,0.076,0.076,3.424,44.926,5.817,0.0419,0.057,0.000,5.924,3,4.30,4.30,17.50
4.32,3.306,0.195,0.2166,4.4,0.200,0.058,0.000,3.341,0.195,0.077,0.077,3.265,42.635,5.979,0.0663,0.059,0.000,5.826,3,4.32,4.31,17.50
4.34,3.276,0.188,0.1164,4.4,0.200,0.057,0.000,3.295,0.188,0.077,0.077,3.218,41.838,5.829,0.0362,0.057,0.000,5.561,3,4.34,4.33,17.50
4.36,2.890,0.186,0.0807,4.5,0.200,0.064,0.000,2.903,0.186,0.077,0.077,2.826,36.574,6.578,0.0286,0.064,0.000,5.452,3,4.36,4.35,17.50
4.38,2.896,0.183,0.1020,4.5,0.200,0.063,0.000,2.912,0.183,0.078,0.078,2.834,36.516,6.442,0.0360,0.063,0.000,5.284,3,4.38,4.37,17.50
4.40,3.121,0.183,0.1560,4.5,0.200,0.058,0.000,3.146,0.183,0.078,0.078,3.068,39.354,5.977,0.0508,0.059,0.000,5.242,3,4.40,4.39,17.50
4.42,3.481,0.180,0.2315,4.5,0.200,0.051,0.000,3.518,0.180,0.078,0.078,3.440,43.920,5.242,0.0673,0.052,0.000,5.118,3,4.42,4.41,17.50
4.44,3.894,0.176,0.4116,4.5,0.200,0.044,0.000,3.959,0.176,0.079,0.079,3.881,49.324,4.525,0.1061,0.045,0.000,4.947,3,4.44,4.43,18.00
4.46,4.038,0.167,0.4598,4.5,0.200,0.041,0.000,4.112,0.167,0.079,0.079,4.033,51.021,4.136,0.1140,0.041,0.000,4.686,3,4.46,4.45,18.00
4.48,4.110,0.176,0.1220,4.6,0.200,0.043,0.000,4.130,0.176,0.079,0.079,4.051,51.014,4.350,0.0301,0.043,0.000,4.936,3,4.48,4.47,18.00
4.50,3.996,0.186,0.1007,4.7,0.200,0.046,0.000,4.012,0.186,0.080,0.080,3.932,49.301,4.725,0.0256,0.046,0.000,5.231,3,4.50,4.49,18.00
4.52,3.746,0.193,0.0851,4.7,0.200,0.051,0.000,3.759,0.193,0.080,0.080,3.679,45.924,5.260,0.0231,0.052,0.000,5.458,3,4.52,4.51,17.50
4.54,3.599,0.205,0.0628,4.7,0.200,0.057,0.000,3.609,0.205,0.080,0.080,3.529,43.858,5.798,0.0178,0.057,0.000,5.835,3,4.54,4.53,17.50
4.56,3.384,0.231,0.0222,4.7,0.200,0.068,0.000,3.388,0.231,0.081,0.081,3.307,40.921,6.973,0.0067,0.068,0.000,6.632,3,4.56,4.55,17.50
4.58,2.998,0.242,0.0079,4.7,0.200,0.081,0.000,2.999,0.242,0.081,0.081,2.918,35.955,8.300,0.0027,0.081,0.000,7.041,3,4.58,4.57,17.50
4.60,2.705,0.252,0.0023,4.7,0.200,0.093,0.000,2.706,0.252,0.082,0.082,2.624,32.194,9.588,0.0009,0.093,0.000,7.397,3,4.60,4.59,17.50
4.62,3.049,0.248,0.0093,4.8,0.200,0.081,0.000,3.051,0.248,0.082,0.082,2.969,36.266,8.354,0.0031,0.081,0.000,7.372,3,4.62,4.61,17.50
4.64,3.049,0.248,0.0093,4.8,0.200,0.081,0.000,3.051,0.248,0.082,0.082,2.968,36.107,8.355,0.0031,0.081,0.000,7.425,3,4.64,4.63,17.50
4.66,3.571,0.207,0.0672,4.8,0.200,0.058,0.000,3.582,0.207,0.083,0.083,3.499,42.384,5.930,0.0192,0.058,0.000,6.259,3,4.66,4.65,17.50
4.68,3.631,0.195,0.1124,4.8,0.200,0.053,0.000,3.649,0.195,0.083,0.083,3.566,43.010,5.471,0.0315,0.054,0.000,5.948,3,4.68,4.67,17.50
4.70,3.686,0.181,0.1146,4.9,0.200,0.049,0.000,3.704,0.181,0.083,0.083,3.621,43.486,5.005,0.0317,0.049,0.000,5.533,3,4.70,4.69,17.50
4.72,3.585,0.173,0.0708,5.0,0.200,0.048,0.000,3.596,0.173,0.084,0.084,3.513,42.009,4.931,0.0202,0.048,0.000,5.274,3,4.72,4.71,18.00
4.74,3.485,0.167,0.0453,5.0,0.200,0.048,0.000,3.492,0.167,0.084,0.084,3.408,40.580,4.889,0.0133,0.048,0.000,5.101,3,4.74,4.73,18.00
4.76,3.322,0.176,0.0298,5.0,0.210,0.053,0.000,3.327,0.176,0.084,0.084,3.243,38.454,5.443,0.0092,0.053,0.000,5.433,3,4.76,4.75,17.50
4.78,3.001,0.195,0.0233,5.1,0.200,0.065,0.000,3.005,0.195,0.085,0.085,2.921,34.489,6.673,0.0080,0.065,0.000,6.131,3,4.78,4.77,17.50
4.80,2.938,0.216,0.0146,5.1,0.200,0.074,0.000,2.940,0.216,0.085,0.085,2.855,33.580,7.579,0.0051,0.074,0.000,6.979,3,4.80,4.79,17.50
4.82,2.809,0.218,0.0399,5.1,0.200,0.077,0.000,2.816,0.218,0.085,0.085,2.730,31.978,7.966,0.0146,0.077,0.000,7.236,3,4.82,4.81,17.50
4.84,2.846,0.206,0.0518,5.0,0.200,0.072,0.000,2.855,0.206,0.086,0.086,2.769,32.299,7.447,0.0187,0.072,0.000,7.128,3,4.84,4.83,17.50
4.86,2.859,0.199,0.0659,5.1,0.200,0.069,0.000,2.869,0.199,0.086,0.086,2.783,32.332,7.136,0.0237,0.069,0.000,7.137,3,4.86,4.85,17.50
4.88,2.806,0.191,0.0915,5.1,0.200,0.068,0.000,2.820,0.191,0.086,0.086,2.734,31.633,6.979,0.0335,0.068,0.000,7.109,3,4.88,4.87,17.50
4.90,2.769,0.165,0.0554,5.1,0.200,0.059,0.000,2.778,0.165,0.087,0.087,2.691,31.008,6.128,0.0206,0.060,0.000,6.313,3,4.90,4.89,17.50
4.92,2.644,0.158,0.0417,5.1,0.200,0.060,0.000,2.650,0.158,0.087,0.087,2.563,29.417,6.157,0.0163,0.060,0.000,6.319,3,4.92,4.91,17.50
4.94,2.343,0.159,0.0298,5.1,0.200,0.068,0.000,2.348,0.159,0.087,0.087,2.260,25.838,7.017,0.0132,0.068,0.000,6.368,3,4.94,4.93,17.50
4.96,2.270,0.164,0.0312,5.1,0.200,0.072,0.000,2.275,0.164,0.088,0.088,2.187,24.901,7.494,0.0143,0.072,0.000,6.500,3,4.96,4.95,17.50
4.98,2.238,0.171,0.0320,5.1,0.200,0.076,0.000,2.243,0.171,0.088,0.088,2.155,24.439,7.935,0.0148,0.076,0.000,6.624,3,4.98,4.97,17.50
5.00,2.213,0.168,0.0515,5.1,0.200,0.076,0.000,2.221,0.168,0.089,0.089,2.132,24.086,7.879,0.0242,0.076,0.000,6.338,3,5.00,4.99,17.50
5.02,1.672,0.119,0.4317,5.1,0.040,0.068,0.000,1.741,0.119,0.089,0.089,1.652,18.591,7.202,0.2613,0.071,0.000,4.375,3,5.02,5.01,17.50
5.04,2.735,0.132,0.4068,5.1,0.190,0.047,0.000,2.800,0.132,0.089,0.089,2.711,30.384,4.854,0.1500,0.048,0.000,0.000,3,5.04,5.03,17.50
5.06,3.190,0.125,0.3783,5.1,0.190,0.039,0.000,3.251,0.125,0.090,0.090,3.161,35.285,3.967,0.1197,0.039,0.000,0.000,3,5.06,5.05,18.00
5.08,3.516,0.120,0.4634,5.2,0.200,0.033,0.000,3.590,0.120,0.090,0.090,3.500,38.916,3.425,0.1324,0.034,0.000,0.000,3,5.08,5.07,18.00
5.10,3.566,0.113,0.2944,5.2,0.200,0.031,0.000,3.613,0.113,0.090,0.090,3.522,39.005,3.202,0.0836,0.032,0.000,0.000,3,5.10,5.09,18.00
5.12,3.534,0.110,0.5029,5.3,0.200,0.030,0.000,3.614,0.110,0.091,0.091,3.524,38.863,3.116,0.1427,0.031,0.000,0.000,3,5.12,5.11,18.00
5.14,5.540,0.110,0.7992,5.3,0.200,0.019,0.000,5.668,0.110,0.091,0.091,5.577,61.259,1.969,0.1433,0.020,0.000,0.000,7,5.14,5.13,18.50
