H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
0.20,1.102,0.007,-0.0158,1.8,0.320,0.006,0.000,1.099,0.007,0.004,0.004,1.096,307.812,0.639,-0.0144,0.006,0.000,0.619,5,0.20,0.20,18.00
0.22,1.054,0.011,-0.0189,1.8,0.280,0.011,0.000,1.051,0.011,0.004,0.004,1.047,267.183,1.088,-0.0180,0.011,0.000,1.004,5,0.22,0.22,18.00
0.24,1.136,0.016,-0.0268,1.8,0.210,0.014,0.000,1.132,0.016,0.004,0.004,1.128,263.489,1.383,-0.0238,0.014,0.000,1.381,5,0.24,0.24,18.00
0.26,1.151,0.016,-0.0319,1.8,0.190,0.014,0.000,1.146,0.016,0.005,0.005,1.141,246.003,1.393,-0.0279,0.014,0.000,1.413,5,0.26,0.26,18.00
0.28,1.114,0.017,-0.0037,1.8,0.190,0.015,0.000,1.114,0.017,0.005,0.005,1.109,221.722,1.551,-0.0033,0.015,0.000,1.542,5,0.28,0.28,18.00
0.30,1.094,0.018,-0.0160,1.8,0.220,0.016,0.000,1.091,0.018,0.005,0.005,1.086,202.608,1.657,-0.0147,0.016,0.000,1.623,5,0.30,0.30,18.00
0.32,1.135,0.017,-0.0246,1.8,0.230,0.015,0.000,1.131,0.017,0.006,0.006,1.125,196.651,1.538,-0.0219,0.015,0.000,1.557,5,0.32,0.32,18.00
0.34,1.146,0.017,-0.0269,1.9,0.240,0.015,0.000,1.142,0.017,0.006,0.006,1.136,186.779,1.462,-0.0237,0.014,0.000,1.482,5,0.34,0.34,18.00
0.36,1.099,0.017,-0.0260,1.9,0.240,0.016,0.000,1.095,0.017,0.006,0.006,1.089,169.037,1.589,-0.0239,0.016,0.000,1.535,5,0.36,0.36,18.00
0.38,1.076,0.018,-0.0189,1.9,0.240,0.017,0.000,1.073,0.018,0.007,0.007,1.066,156.835,1.697,-0.0177,0.017,0.000,1.593,5,0.38,0.38,18.00
0.40,1.095,0.019,-0.0253,2.0,0.240,0.018,0.000,1.091,0.019,0.007,0.007,1.084,151.340,1.781,-0.0233,0.018,0.000,1.675,5,0.40,0.40,18.00
0.42,1.125,0.021,-0.0283,2.0,0.240,0.018,0.000,1.120,0.021,0.008,0.008,1.113,147.972,1.851,-0.0254,0.018,0.000,1.756,5,0.42,0.42,18.00
0.44,1.153,0.022,-0.0311,2.0,0.240,0.019,0.000,1.148,0.022,0.008,0.008,1.140,144.688,1.912,-0.0273,0.019,0.000,1.826,5,0.44,0.44,18.00
0.46,1.212,0.022,-0.0328,2.0,0.240,0.018,0.000,1.207,0.022,0.008,0.008,1.199,145.463,1.802,-0.0274,0.018,0.000,1.775,5,0.46,0.46,18.00
0.48,1.250,0.023,-0.0440,2.0,0.240,0.019,0.000,1.243,0.023,0.009,0.009,1.234,143.530,1.888,-0.0356,0.019,0.000,1.868,5,0.48,0.48,18.00
0.50,1.289,0.024,-0.0450,2.0,0.240,0.019,0.000,1.282,0.024,0.009,0.009,1.273,142.036,1.870,-0.0354,0.018,0.000,1.846,5,0.50,0.50,18.00
0.52,1.321,0.024,-0.0426,2.0,0.240,0.019,0.000,1.315,0.024,0.009,0.009,1.305,140.050,1.869,-0.0326,0.018,0.000,1.819,5,0.52,0.52,18.00
0.54,1.367,0.026,-0.0413,2.0,0.240,0.019,0.000,1.361,0.026,0.010,0.010,1.351,139.557,1.925,-0.0306,0.019,0.000,1.860,5,0.54,0.54,18.00
0.56,1.396,0.029,-0.0347,2.1,0.240,0.021,0.000,1.391,0.029,0.010,0.010,1.381,137.521,2.115,-0.0251,0.021,0.000,2.018,5,0.56,0.56,18.00
0.58,1.433,0.034,-0.0268,2.0,0.240,0.024,0.000,1.429,0.034,0.010,0.010,1.419,136.405,2.397,-0.0189,0.024,0.000,2.297,5,0.58,0.58,18.00
0.60,1.537,0.039,0.0207,2.0,0.240,0.026,0.000,1.541,0.039,0.011,0.011,1.530,142.180,2.569,0.0135,0.026,0.000,2.602,5,0.60,0.60,18.00
0.62,1.669,0.042,0.0644,2.0,0.240,0.025,0.000,1.679,0.042,0.011,0.011,1.668,149.990,2.542,0.0386,0.025,0.000,2.758,5,0.62,0.62,18.00
0.64,1.745,0.042,0.0239,2.0,0.240,0.024,0.000,1.749,0.042,0.011,0.011,1.738,151.371,2.417,0.0138,0.024,0.000,2.666,5,0.64,0.64,18.00
0.66,1.693,0.047,0.0642,2.0,0.240,0.027,0.000,1.704,0.047,0.012,0.012,1.692,142.891,2.748,0.0379,0.027,0.000,2.845,5,0.66,0.66,18.00
0.68,1.583,0.048,0.1582,2.0,0.240,0.030,0.000,1.609,0.048,0.012,0.012,1.596,130.845,2.982,0.0991,0.030,0.000,2.809,5,0.68,0.68,18.00
0.70,1.582,0.048,0.1994,2.2,0.240,0.030,0.000,1.614,0.048,0.013,0.013,1.602,127.519,2.984,0.1245,0.030,0.000,2.729,5,0.70,0.70,18.00
0.72,1.584,0.049,0.3733,2.1,0.240,0.030,0.000,1.644,0.049,0.013,0.013,1.631,126.231,3.004,0.2289,0.031,0.000,2.755,5,0.72,0.72,18.00
0.74,1.737,0.044,0.3164,2.1,0.240,0.025,0.000,1.788,0.044,0.013,0.013,1.775,133.640,2.502,0.1783,0.026,0.000,2.488,5,0.74,0.74,18.00
0.76,2.016,0.041,0.2434,2.2,0.240,0.020,0.000,2.055,0.041,0.014,0.014,2.041,149.656,2.023,0.1192,0.020,0.000,2.330,5,0.76,0.76,18.00
0.78,2.056,0.041,0.2692,2.2,0.240,0.020,0.000,2.100,0.041,0.014,0.014,2.086,148.969,1.966,0.1291,0.020,0.000,2.319,5,0.78,0.78,18.00
0.80,2.066,0.041,0.2784,2.3,0.240,0.019,0.000,2.111,0.041,0.014,0.014,2.096,145.988,1.946,0.1328,0.020,0.000,2.297,5,0.80,0.80,18.00
0.82,1.834,0.039,0.2293,2.3,0.210,0.021,0.000,1.871,0.039,0.015,0.015,1.856,126.112,2.079,0.1235,0.021,0.000,2.155,5,0.82,0.82,18.00
0.84,1.730,0.036,0.1087,2.3,0.180,0.020,0.000,1.747,0.036,0.015,0.015,1.732,114.842,2.056,0.0628,0.021,0.000,1.962,5,0.84,0.84,18.00
0.86,1.612,0.037,0.1057,2.2,0.180,0.023,0.000,1.629,0.037,0.015,0.015,1.614,104.519,2.293,0.0655,0.023,0.000,2.022,5,0.86,0.86,18.00
0.88,1.646,0.044,0.1533,2.3,0.250,0.026,0.000,1.670,0.044,0.016,0.016,1.655,104.717,2.647,0.0927,0.027,0.000,2.396,5,0.88,0.88,18.00
0.90,1.676,0.041,0.2133,2.3,0.260,0.024,0.000,1.710,0.041,0.016,0.016,1.694,104.806,2.427,0.1259,0.025,0.000,2.249,5,0.90,0.90,18.00
0.92,1.744,0.044,0.2456,2.3,0.260,0.025,0.000,1.783,0.044,0.017,0.017,1.766,106.923,2.485,0.1390,0.025,0.000,2.397,5,0.92,0.92,18.00
0.94,1.840,0.046,0.3077,2.3,0.250,0.025,0.000,1.889,0.046,0.017,0.017,1.872,110.904,2.473,0.1644,0.025,0.000,2.494,6,0.94,0.94,18.00
0.96,1.908,0.032,0.2601,2.3,0.020,0.017,0.000,1.950,0.032,0.017,0.017,1.933,112.116,1.671,0.1346,0.017,0.000,1.697,6,0.96,0.96,18.00
0.98,1.992,0.032,0.1824,2.3,0.070,0.016,0.000,2.021,0.032,0.018,0.018,2.004,113.851,1.582,0.0910,0.016,0.000,1.616,6,0.98,0.98,18.00
1.00,2.055,0.032,0.0858,2.3,0.070,0.016,0.000,2.069,0.032,0.018,0.018,2.051,114.174,1.570,0.0418,0.016,0.000,1.598,6,1.00,1.00,18.00
1.02,2.109,0.035,0.0440,2.3,0.070,0.017,0.000,2.116,0.035,0.018,0.018,2.097,114.483,1.678,0.0210,0.017,0.000,1.704,6,1.02,1.02,18.00
1.04,2.111,0.039,0.0721,2.3,0.070,0.018,0.000,2.123,0.039,0.019,0.019,2.104,112.637,1.863,0.0343,0.019,0.000,1.857,6,1.04,1.04,18.00
1.06,2.248,0.049,0.0840,2.3,0.210,0.022,0.000,2.261,0.049,0.019,0.019,2.242,117.763,2.185,0.0375,0.022,0.000,2.277,6,1.06,1.06,18.00
1.08,2.251,0.051,0.1179,2.3,0.200,0.022,0.000,2.270,0.051,0.019,0.019,2.251,116.024,2.252,0.0524,0.023,0.000,2.317,6,1.08,1.08,18.00
1.10,2.236,0.051,0.0854,2.3,0.200,0.023,0.000,2.249,0.051,0.020,0.020,2.229,112.824,2.301,0.0383,0.023,0.000,2.309,5,1.10,1.10,18.00
1.12,2.228,0.060,0.1250,2.3,0.200,0.027,0.000,2.248,0.060,0.020,0.020,2.227,110.710,2.685,0.0561,0.027,0.000,2.654,5,1.12,1.12,18.00
1.14,2.244,0.057,0.0812,2.3,0.200,0.025,0.000,2.257,0.057,0.020,0.020,2.237,109.219,2.557,0.0363,0.025,0.000,2.512,5,1.14,1.14,18.00
1.16,2.287,0.059,0.0084,2.3,0.210,0.026,0.000,2.289,0.059,0.021,0.021,2.268,108.829,2.588,0.0037,0.026,0.000,2.554,5,1.16,1.16,18.00
1.18,2.312,0.064,-0.0152,2.3,0.200,0.028,0.000,2.310,0.064,0.021,0.021,2.289,107.951,2.788,-0.0066,0.028,0.000,2.760,5,1.18,1.18,18.00
1.20,2.357,0.065,0.0087,2.3,0.200,0.028,0.000,2.358,0.065,0.022,0.022,2.337,108.392,2.790,0.0037,0.028,0.000,2.807,5,1.20,1.20,18.00
1.22,2.400,0.071,0.0200,2.4,0.200,0.030,0.000,2.404,0.071,0.022,0.022,2.382,108.649,2.994,0.0084,0.030,0.000,3.054,5,1.22,1.22,18.00
1.24,2.371,0.073,0.0385,2.4,0.200,0.031,0.000,2.377,0.073,0.022,0.022,2.355,105.704,3.121,0.0163,0.031,0.000,3.140,5,1.24,1.24,18.00
1.26,2.351,0.075,0.0537,2.5,0.200,0.032,0.000,2.360,0.075,0.023,0.023,2.337,103.222,3.192,0.0230,0.032,0.000,3.197,5,1.26,1.26,18.00
1.28,2.393,0.075,-0.0051,2.4,0.200,0.031,0.000,2.392,0.075,0.023,0.023,2.369,103.021,3.161,-0.0022,0.031,0.000,3.238,5,1.28,1.28,18.00
1.30,2.370,0.077,-0.0109,2.5,0.200,0.032,0.000,2.369,0.077,0.023,0.023,2.345,100.398,3.279,-0.0046,0.032,0.000,3.415,5,1.30,1.30,18.00
1.32,2.365,0.079,-0.0105,2.5,0.200,0.033,0.000,2.363,0.079,0.024,0.024,2.340,98.638,3.372,-0.0045,0.033,0.000,3.532,5,1.32,1.32,18.00
1.34,2.297,0.083,0.0039,2.6,0.210,0.036,0.000,2.298,0.083,0.024,0.024,2.274,94.425,3.637,0.0017,0.036,0.000,3.736,5,1.34,1.34,18.00
1.36,2.161,0.082,0.0070,2.6,0.210,0.038,0.000,2.162,0.082,0.024,0.024,2.137,87.450,3.823,0.0033,0.038,0.000,3.693,5,1.36,1.36,18.00
1.38,2.069,0.079,0.0335,2.7,0.200,0.038,0.000,2.074,0.079,0.025,0.025,2.049,82.639,3.860,0.0163,0.038,0.000,3.570,5,1.38,1.38,18.00
1.40,1.638,0.059,0.1371,2.7,0.000,0.035,0.000,1.660,0.059,0.025,0.025,1.635,64.967,3.591,0.0839,0.036,0.000,2.650,6,1.40,1.40,18.00
1.42,2.156,0.057,0.0258,2.7,0.180,0.027,0.000,2.160,0.057,0.026,0.026,2.135,83.652,2.684,0.0121,0.027,0.000,2.538,6,1.42,1.42,18.00
1.44,2.179,0.058,0.0412,2.8,0.180,0.026,0.000,2.186,0.058,0.026,0.026,2.160,83.455,2.676,0.0191,0.027,0.000,2.488,6,1.44,1.44,18.00
1.46,2.355,0.056,0.0896,2.8,0.180,0.024,0.000,2.370,0.056,0.026,0.026,2.343,89.310,2.411,0.0382,0.024,0.000,2.339,6,1.46,1.46,18.00
1.48,2.388,0.053,0.2514,2.8,0.180,0.022,0.000,2.428,0.053,0.027,0.027,2.402,90.287,2.194,0.1047,0.022,0.000,2.080,6,1.48,1.48,18.00
1.50,2.388,0.053,0.2514,2.8,0.190,0.022,0.000,2.428,0.053,0.027,0.027,2.401,89.068,2.195,0.1047,0.022,0.000,1.975,6,1.50,1.50,18.00
1.52,2.838,0.053,0.2357,2.8,0.190,0.018,0.000,2.875,0.053,0.027,0.027,2.848,104.246,1.854,0.0828,0.019,0.000,1.860,6,1.52,1.52,18.00
1.54,3.081,0.052,0.1314,2.9,0.190,0.017,0.000,3.102,0.052,0.028,0.028,3.074,111.064,1.675,0.0427,0.017,0.000,1.741,6,1.54,1.54,18.00
1.56,3.324,0.052,0.1828,2.9,0.190,0.016,0.000,3.353,0.052,0.028,0.028,3.325,118.591,1.573,0.0550,0.016,0.000,1.704,6,1.56,1.56,18.00
1.58,3.451,0.056,0.2418,2.9,0.190,0.016,0.000,3.490,0.056,0.028,0.028,3.461,121.880,1.624,0.0699,0.016,0.000,1.771,6,1.58,1.58,18.00
1.60,3.548,0.065,0.2892,2.8,0.190,0.018,0.000,3.594,0.065,0.029,0.029,3.566,123.975,1.834,0.0811,0.018,0.000,2.002,6,1.60,1.60,18.00
1.62,3.515,0.074,0.3616,2.9,0.190,0.021,0.000,3.572,0.074,0.029,0.029,3.543,121.680,2.100,0.1021,0.021,0.000,2.209,6,1.62,1.62,18.00
1.64,3.474,0.077,0.3066,2.8,0.200,0.022,0.000,3.523,0.077,0.029,0.029,3.494,118.507,2.215,0.0878,0.022,0.000,2.258,6,1.64,1.64,18.00
1.66,3.400,0.084,0.2400,2.9,0.210,0.024,0.000,3.438,0.084,0.030,0.030,3.409,114.228,2.459,0.0704,0.025,0.000,2.418,6,1.66,1.66,18.00
1.68,3.492,0.089,0.2919,2.9,0.200,0.025,0.000,3.538,0.089,0.030,0.030,3.508,116.162,2.526,0.0832,0.025,0.000,2.546,6,1.68,1.68,18.00
1.70,3.425,0.090,0.3193,3.0,0.200,0.026,0.000,3.476,0.090,0.031,0.031,3.445,112.733,2.612,0.0927,0.026,0.000,2.543,6,1.70,1.70,18.00
1.72,3.499,0.082,0.3969,2.9,0.210,0.023,0.000,3.562,0.082,0.031,0.031,3.531,114.207,2.331,0.1124,0.024,0.000,2.307,6,1.72,1.72,18.00
1.74,3.504,0.088,0.4346,2.9,0.200,0.025,0.000,3.574,0.088,0.031,0.031,3.542,113.243,2.490,0.1227,0.025,0.000,2.457,6,1.74,1.74,18.00
1.76,3.499,0.088,0.5080,2.9,0.210,0.025,0.000,3.580,0.088,0.032,0.032,3.548,112.147,2.477,0.1432,0.025,0.000,2.418,6,1.76,1.76,18.00
1.78,3.474,0.087,0.5686,2.9,0.210,0.024,0.000,3.565,0.087,0.032,0.032,3.533,110.405,2.465,0.1609,0.025,0.000,2.372,6,1.78,1.78,18.00
1.80,4.100,0.090,0.6121,3.0,0.210,0.021,0.000,4.198,0.090,0.032,0.032,4.165,128.723,2.156,0.1469,0.022,0.000,2.451,6,1.80,1.80,18.00
1.82,3.857,0.087,0.1654,3.0,0.210,0.023,0.000,3.883,0.087,0.033,0.033,3.850,117.675,2.273,0.0430,0.023,0.000,2.395,6,1.82,1.82,18.00
1.84,3.772,0.091,0.2070,3.0,0.210,0.024,0.000,3.805,0.091,0.033,0.033,3.772,114.028,2.407,0.0549,0.024,0.000,2.501,6,1.84,1.84,18.00
1.86,3.961,0.089,0.2957,3.0,0.210,0.022,0.000,4.008,0.089,0.033,0.033,3.974,118.854,2.247,0.0744,0.023,0.000,2.479,6,1.86,1.86,18.00
1.88,3.804,0.091,0.1260,2.9,0.210,0.024,0.000,3.824,0.091,0.034,0.034,3.790,112.132,2.409,0.0332,0.024,0.000,2.554,6,1.88,1.88,18.00
1.90,3.416,0.103,0.1584,3.0,0.210,0.030,0.000,3.441,0.103,0.034,0.034,3.407,99.736,3.035,0.0465,0.030,0.000,2.909,6,1.90,1.90,18.00
1.92,3.296,0.106,0.0734,3.0,0.210,0.032,0.000,3.308,0.106,0.035,0.035,3.273,94.818,3.245,0.0224,0.032,0.000,3.037,6,1.92,1.92,18.00
1.94,3.257,0.105,0.3034,3.0,0.210,0.032,0.000,3.306,0.105,0.035,0.035,3.271,93.775,3.213,0.0928,0.032,0.000,3.025,6,1.94,1.94,18.00
1.96,3.188,0.107,0.3611,3.0,0.210,0.033,0.000,3.246,0.107,0.035,0.035,3.211,91.116,3.342,0.1125,0.034,0.000,3.092,6,1.96,1.96,18.00
1.98,3.192,0.108,0.2857,3.1,0.210,0.033,0.000,3.238,0.108,0.036,0.036,3.202,89.944,3.370,0.0892,0.034,0.000,3.196,6,1.98,1.98,18.00
2.00,3.262,0.101,0.3913,3.2,0.210,0.030,0.000,3.325,0.101,0.036,0.036,3.289,91.464,3.059,0.1190,0.031,0.000,3.021,6,2.00,2.00,18.00
2.02,3.462,0.100,0.2692,3.2,0.210,0.029,0.000,3.505,0.100,0.036,0.036,3.468,95.497,2.880,0.0776,0.029,0.000,3.009,6,2.02,2.02,18.00
2.04,3.606,0.107,0.2747,3.2,0.210,0.029,0.000,3.650,0.107,0.037,0.037,3.613,98.513,2.953,0.0760,0.030,0.000,3.210,6,2.04,2.04,18.00
2.06,3.733,0.097,0.1080,3.2,0.210,0.026,0.000,3.750,0.097,0.037,0.037,3.713,100.255,2.612,0.0291,0.026,0.000,2.895,6,2.06,2.06,18.00
2.08,2.920,0.099,0.0762,3.1,0.210,0.034,0.000,2.933,0.099,0.037,0.037,2.895,77.411,3.416,0.0263,0.034,0.000,2.908,6,2.08,2.08,18.00
2.10,3.294,0.095,0.1936,3.1,0.200,0.029,0.000,3.325,0.095,0.038,0.038,3.287,87.061,2.890,0.0589,0.029,0.000,2.752,6,2.10,2.10,18.00
2.12,3.312,0.086,0.4630,3.1,0.210,0.025,0.000,3.386,0.086,0.038,0.038,3.348,87.822,2.569,0.1383,0.026,0.000,2.441,6,2.12,2.12,18.00
2.14,3.342,0.086,0.2072,3.2,0.200,0.025,0.000,3.375,0.086,0.038,0.038,3.336,86.707,2.575,0.0621,0.026,0.000,2.358,6,2.14,2.14,18.00
2.16,3.550,0.087,0.2371,3.2,0.210,0.024,0.000,3.588,0.087,0.039,0.039,3.549,91.372,2.463,0.0668,0.025,0.000,2.284,6,2.16,2.16,18.00
2.18,3.731,0.103,0.2896,3.2,0.210,0.027,0.000,3.778,0.103,0.039,0.039,3.739,95.371,2.744,0.0775,0.027,0.000,2.519,6,2.18,2.18,18.00
2.20,3.753,0.114,0.3306,3.2,0.210,0.030,0.000,3.805,0.114,0.040,0.040,3.766,95.195,3.038,0.0878,0.030,0.000,2.600,6,2.20,2.20,18.00
2.22,4.049,0.107,0.5457,3.2,0.210,0.026,0.000,4.136,0.107,0.040,0.040,4.096,102.607,2.617,0.1332,0.026,0.000,2.283,6,2.22,2.22,18.00
2.24,4.780,0.124,0.2456,3.2,0.200,0.026,0.000,4.820,0.124,0.040,0.040,4.779,118.655,2.594,0.0514,0.026,0.000,2.497,6,2.24,2.24,18.00
2.26,5.620,0.140,0.2412,3.3,0.120,0.025,0.000,5.658,0.140,0.041,0.041,5.618,138.227,2.489,0.0429,0.025,0.000,2.610,6,2.26,2.26,18.00
2.28,6.450,0.152,0.0393,3.3,0.030,0.023,0.000,6.456,0.152,0.041,0.041,6.415,156.470,2.362,0.0061,0.023,0.000,2.527,6,2.28,2.28,18.00
2.30,6.515,0.169,0.1066,3.4,0.070,0.026,0.000,6.532,0.169,0.041,0.041,6.491,156.936,2.608,0.0164,0.026,0.000,2.578,6,2.30,2.30,18.00
2.32,6.545,0.192,0.0085,3.4,0.160,0.029,0.000,6.547,0.192,0.042,0.042,6.505,155.916,2.947,0.0013,0.029,0.000,2.726,6,2.32,2.32,18.00
2.34,6.300,0.230,0.0608,3.4,0.240,0.036,0.000,6.310,0.230,0.042,0.042,6.268,148.948,3.670,0.0097,0.037,0.000,3.137,6,2.34,2.34,18.00
2.36,7.629,0.252,0.2285,3.4,0.100,0.033,0.000,7.666,0.252,0.042,0.042,7.624,179.630,3.302,0.0300,0.033,0.000,3.346,6,2.36,2.36,18.00
2.38,10.584,0.213,0.3173,3.5,0.010,0.020,0.000,10.635,0.213,0.043,0.043,10.592,247.422,2.013,0.0300,0.020,0.000,2.809,6,2.38,2.38,18.50
2.40,10.020,0.215,0.0693,3.5,0.150,0.021,0.000,10.031,0.215,0.043,0.043,9.988,231.308,2.150,0.0069,0.021,0.000,2.845,6,2.40,2.40,18.50
2.42,8.869,0.249,0.0316,3.5,0.210,0.028,0.000,8.874,0.249,0.044,0.044,8.830,202.809,2.815,0.0036,0.028,0.000,3.328,6,2.42,2.42,18.00
2.44,7.349,0.268,-0.0061,3.5,0.200,0.036,0.000,7.348,0.268,0.044,0.044,7.304,166.383,3.669,-0.0008,0.036,0.000,3.640,6,2.44,2.44,18.00
2.46,6.871,0.289,0.0107,3.5,0.200,0.042,0.000,6.873,0.289,0.044,0.044,6.829,154.287,4.235,0.0016,0.042,0.000,3.980,6,2.46,2.46,18.00
2.48,6.353,0.359,0.1210,3.5,0.230,0.056,0.000,6.372,0.359,0.045,0.045,6.328,141.654,5.672,0.0191,0.056,0.000,5.119,6,2.48,2.48,20.50
2.50,5.963,0.382,0.2011,3.5,0.200,0.064,0.000,5.996,0.382,0.045,0.045,5.950,131.998,6.411,0.0338,0.064,0.000,5.911,6,2.50,2.50,20.50
2.52,5.676,0.387,0.2569,3.5,0.190,0.068,0.000,5.717,0.387,0.045,0.045,5.672,124.678,6.831,0.0453,0.068,0.000,6.714,5,2.52,2.52,20.50
2.54,5.374,0.390,0.2719,3.5,0.190,0.072,0.000,5.418,0.390,0.046,0.046,5.372,117.194,7.258,0.0506,0.073,0.000,7.259,5,2.54,2.54,17.50
2.56,5.246,0.366,0.3427,3.5,0.230,0.069,0.000,5.301,0.366,0.046,0.046,5.254,113.757,6.956,0.0652,0.070,0.000,7.140,5,2.56,2.56,17.50
2.58,4.823,0.341,0.3841,3.5,0.270,0.070,0.000,4.884,0.341,0.047,0.047,4.838,103.945,7.055,0.0794,0.071,0.000,6.948,5,2.58,2.58,17.50
2.60,4.445,0.322,0.3413,3.5,0.310,0.072,0.000,4.500,0.322,0.047,0.047,4.453,94.969,7.233,0.0766,0.072,0.000,6.760,5,2.60,2.60,17.50
2.62,2.504,0.104,1.0466,3.5,0.000,0.039,0.000,2.672,0.104,0.047,0.047,2.625,55.545,3.978,0.3988,0.042,0.000,2.247,5,2.62,2.62,18.00
2.64,4.481,0.157,0.7565,3.4,0.100,0.034,0.000,4.602,0.157,0.048,0.048,4.554,95.655,3.441,0.1661,0.035,0.000,3.451,5,2.64,2.64,18.00
2.66,4.572,0.166,0.6856,3.4,0.150,0.035,0.000,4.682,0.166,0.048,0.048,4.634,96.605,3.582,0.1479,0.036,0.000,3.713,5,2.66,2.66,18.00
2.68,4.595,0.173,0.7513,3.4,0.170,0.037,0.000,4.716,0.173,0.048,0.048,4.667,96.569,3.715,0.1610,0.038,0.000,3.923,5,2.68,2.68,18.00
2.70,4.729,0.191,0.7981,3.4,0.190,0.039,0.000,4.857,0.191,0.049,0.049,4.808,98.753,3.981,0.1660,0.040,0.000,4.319,5,2.70,2.70,18.00
2.72,4.659,0.212,0.8229,3.5,0.200,0.044,0.000,4.790,0.212,0.049,0.049,4.741,96.663,4.478,0.1736,0.046,0.000,4.724,5,2.72,2.72,18.00
2.74,4.518,0.224,1.1182,3.5,0.210,0.048,0.000,4.697,0.224,0.049,0.049,4.647,94.054,4.816,0.2406,0.050,0.000,4.717,5,2.74,2.74,18.00
2.76,4.608,0.202,1.1484,3.5,0.210,0.042,0.000,4.791,0.202,0.050,0.050,4.742,95.270,4.262,0.2422,0.044,0.000,3.926,5,2.76,2.76,18.00
2.78,4.692,0.188,1.2771,3.5,0.190,0.038,0.000,4.897,0.188,0.050,0.050,4.846,96.677,3.883,0.2635,0.040,0.000,3.240,5,2.78,2.78,18.00
2.80,4.944,0.172,1.3999,3.5,0.220,0.033,0.000,5.168,0.172,0.050,0.050,5.118,101.362,3.361,0.2735,0.035,0.000,2.672,5,2.80,2.80,18.00
2.82,5.129,0.150,1.4312,3.5,0.240,0.028,0.000,5.358,0.150,0.051,0.051,5.308,104.378,2.828,0.2696,0.029,0.000,2.142,5,2.82,2.82,18.00
2.84,5.267,0.125,1.3847,3.5,0.240,0.023,0.000,5.489,0.125,0.051,0.051,5.437,106.177,2.292,0.2547,0.024,0.000,1.668,5,2.84,2.84,18.00
2.86,8.906,0.092,1.6266,3.6,0.030,0.010,0.000,9.166,0.092,0.052,0.052,9.114,176.671,1.010,0.1785,0.010,0.000,1.172,5,2.86,2.86,19.00
2.88,11.843,0.098,0.9681,3.7,0.020,0.008,0.000,11.998,0.098,0.052,0.052,11.946,229.817,0.822,0.0810,0.008,0.000,1.201,5,2.88,2.88,19.50
2.90,11.519,0.112,0.0820,3.5,0.110,0.010,0.000,11.532,0.112,0.052,0.052,11.479,219.239,0.971,0.0071,0.010,0.000,1.317,5,2.90,2.90,19.00
2.92,11.000,0.140,0.0155,3.5,0.130,0.013,0.000,11.003,0.140,0.053,0.053,10.950,207.623,1.274,0.0014,0.013,0.000,1.608,5,2.92,2.92,19.00
